RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED,OTHER
75,MAIN STREET GRILL (MB),40986,79 Main St,Warrenton,VA,20188,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,STAUNTON,INITIAL HEARING,11/30/2006,9/7/2007,10/19/2007,7, $ 500.00 ,,,,,
428,CHIPOTLE MEXICAN GRILL,20934,12152 Sunset Hills Rd,Reston,VA,20190,FAILED TO KEEP MGR.'S NAME POSTED; FAILED TO KEEP COMPLETE & SEPARATE RECORDS,2,N,ALEXANDRIA,OFFER IN COMPROMISE,6/6/2007,,8/15/2007,7," $ 1,000.00 ",,,,,
925,ROMANO'S MACARONI GRILL (MB),74004,1845 Fountain Dr,Reston,VA,20190,REFILLED OR TAMPERED WITH BOTTLES; PREPARED MB ORDER IN ADVANCE,1,N,ALEXANDRIA,INITIAL HEARING,10/16/2007,4/8/2008,04/30/08,15," $ 2,000.00 ",,,,,
422,FRESH FIELDS,73176,11660 Plaza America Dr,Reston,VA,201904700,DESIGNATED MGR. NOT POSTED; DESIGNATED MGR. NOT ON DUTY,2,N,ALEXANDRIA,CONSENT SETTLEMENT,7/20/2007,,9/10/2007,7," $ 1,000.00 ",,,,,
28,LEDO PIZZA,8261,2254 A Hunters Woods Plz,Reston,VA,20191,DESIGNATED MGR. NOT POSTED,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/13/2007,,8/20/2007,7, $ 500.00 ,,,,,
391,MAYURI INDIAN CUISINE,42251,2316 Hunters Woods Plz,Reston,VA,201912811,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/12/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
324,CVS PHARMACY # 1396,37332,11160 S Lakes Dr Ste I,Reston,VA,201914396,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/12/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
142,TRADER JOE'S,12582,11958 Killingsworth Ave,Reston,VA,201941816,SOLD TO UAB,1,Y,ALEXANDRIA,OFFER IN COMPROMISE,12/14/2006,6/26/2007,7/11/2007,," $ 6,000.00 ",3,,,,
888,RED APPLE RESTAURANT,27511,962 Edward Ferry Rd NE,Leesburg,VA,20330,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/31/2008,,04/16/08,25," $ 2,000.00 ",,,,,
270,CVS PHARMACY # 1383,27929,7205 Little River Tpke,Annandale,VA,22003,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/12/2007,,8/29/2007,25," $ 2,000.00 ",,,,,
686,RIVERSIDE MUSIC STUDIO,41875,7331 Little River Tpke Lowest Level,Annandale,VA,22003,KEPT UNAUTHORIZED AB FOR SALE; FAILED TO KEEP COMPLETE  & ACCURATE RECORDS,2,N,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2007,,2/8/2008,7," $ 1,000.00 ",,,,,
709,G G MI (MB),42290,6653 H Little River Tpke,Annandale,VA,22003,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/1/2007,,2/22/2008,7, $ 500.00 ,,,,,
794,PUPUSERIA @ WILLOW RUN CENTER,40119,"6653 Little River Tpke, Ste E",Annandale,VA,22003,AFTER HOURS CONSUMPTION OF AB ON PREMISES; AFTER HOURS SALE OF AB,2,N,ALEXANDRIA,CONSENT SETTLEMENT,12/9/2007,,03/20/08,10," $ 2,000.00 ",,,,,
814,"HAN KOOK KYOJA, INC.",48933,4210 John Marr Dr,Annandale,VA,22003,"KEPT UNAUTHORIZED AB FOR SALE; FAILED TO COMPLY WITH CONDITION OF LICENSE; FAILED TO KEEP COMPLETE, ACCURATE & SEPARATE RECORDS AT THE PLACE OF BUSINESS",3,N,ALEXANDRIA,CONSENT SETTLEMENT,1/2/2008,,03/26/08,7," $ 1,500.00 ",,,,,
851,CHONG DAE GAM GAL BI (MB),27777,7215 Columbia Pike,Annandale,VA,22003,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,10/15/2007,2/26/2008,04/07/08,10," $ 1,200.00 ",,,,,
553,MEN IN BLACK,27818,4231 R Markham St,Annandale,VA,220033023,LICENSEE ADVERTISED CONCERNING HAPPY HOUR CONTRARY TO RULE & REGS.; LICENSEE ADVERTISED CONCERNING AB CONTRARY TO RULES & REGS.,2,Y,ALEXANDRIA,INITIAL HEARING,5/4/2007,12/3/2007,1/15/2008,10," $ 2,000.00 ",3,,,Y,
501,CHIN GOO NE,40730,7217 Columbia Pike,Annandale,VA,220033109,FAILED TO KEEP RECORDS; OBTAINED PROPERTY FORM WHOLESALER; PURCHASED AB FROM OTHER THAN WHOLESALER TWO TIMES; CONSUMPTION OF AB BY EMPLOYEE ON DUTY,6,Y,ALEXANDRIA,BOARD APPEAL HEARING,2/3/2007,12/11/2007,12/17/2007,,,,,Y,,REVOKED
577,KMART 4483,74752,4251 John Marr Dr,Annandale,VA,220033205,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/26/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
448,SECTION 2,42732,7031 Little River Tpke  #21D,Annandale,VA,220035958,PURCHASED WINE OR BEER OTHER THAN FROM WHOLESALER; KEPT MB NOT BEARING MB STAMPS ,2,N,ALEXANDRIA,OFFER IN COMPROMISE,9/5/2007,10/17/2007,11/9/2007,, $ 750.00 ,,,,,
745,7 ELEVEN STORE 2515 32767,48256,4100 Talon Dr,Dumfries,VA,22025,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/16/2007,,03/11/08,25," $ 2,000.00 ",,,,,
986,MAVIS INTERNATIONAL FOOD,39151,17465 Jefferson Davis Hwy,Dumfries,VA,22026,KEPT UNAUTHORIZED AB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,11/6/2007,,05/15/08,10," $ 1,000.00 ",,,,,
47,CENTREVILLE LODGE 2168 LOYAL ORDER,15538,3529 Chain Bridge Rd,Fairfax,VA,220302703,"FAILED TO REPORT TO THE BOARD CHANGES IN THE OFFICERS, DIRECTORS, ETC.",1,N,ALEXANDRIA,INITIAL HEARING,1/10/2007,5/21/2007,7/11/2007,7, $ 500.00 ,,,,,
455,T. T. REYNOLDS,19744,10414 Main St,Fairfax,VA,220303301,SOLD TO UAB/ALLOWED CONSUMPTION OF AB BY AN UAB,2,Y,ALEXANDRIA,BOARD APPEAL HEARING,10/19/2006,8/21/2007,8/28/2007,60," $ 6,500.00 ",15,,,,
559,RAIN LOUNGE & BALLROOM (TEMP),43549,10418 Main St,Fairfax,VA,220303301,NOT LEGITIMATE OWNER; DOES NOT CONFORM TO REQUIREMENTS OF CITY OF FAIRFAX; QUALIFICATIONS,3,Y,ALEXANDRIA,INITIAL HEARING,2/6/2007,1/11/2008,1/22/2008,,,,,Y,,BOARD MODIFIED TO REVOKE LICENSE
54,LAMPLIGHTER RESTAURANT (MB),77750,4068 Jermantown Rd,Fairfax,VA,220305013,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/28/2007,,7/26/2007,7, $ 500.00 ,,,,,
362,NEW BRAVO RESTAURANT,75948,11250 James Swart Cir,Fairfax,VA,220305023,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/29/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
948,ORIENTAL CAFÉ,70419,8558 Lee Hwy,Fairfax,VA,22031,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/30/2008,,05/12/08,25," $ 2,000.00 ",,,,,
55,OUTBACK STEAKHOUSE 4714 (MB),75927,9579 Braddock Rd,Fairfax,VA,22032,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/28/2007,,8/2/2007,7, $ 500.00 ,,,,,
911,STAR THAI CUISINE,76592,13046 Fair Lakes Shopping Center,Fairfax,VA,22033,SOLD TO UAB; FAILED TO HAVE DESIGNATED MGR PRESENT AND IN ACTUAL CHARGE; FAILED TO KEEP DESIGNATED MGR'S NAME POSTED; FAILED TO KEEP ACCURATE RECORDS,4,Y,ALEXANDRIA,CONSENT SETTLEMENT,1/24/2008,,04/25/08,25," $ 3,500.00 ",,,,,
938,MALIBU GRILL (MB),8517,4516 Fair Knoll Dr,Fairfax,VA,22033,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2007,,5/5/2008,7, $ 500.00 ,,,,,
56,INTERNATIONAL TOWN & COUNTRY CLUB,4953,13200 Lee Jackson Hwy,Fairfax,VA,220331999,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/30/2007,,8/20/2007,7, $ 500.00 ,,,,,
59,FAIRFAX MARRIOTT AT FAIR OAKS (MB),40460,11787 Lee Jackson Memorial Hwy,Fairfax,VA,220333317,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,12/31/2006,7/5/2007,8/15/2007,7, $ 500.00 ,,,,,
77,MY BAKERY & CAFÉ (MB),41087,3508 Courtland Dr,Falls Church,VA,22041,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,6/12/2007,9/17/2007,10/30/2007,7, $ 500.00 ,,,,,
905,ABAY MARKET ,9070,3811A S George Mason Dr,Falls Church,VA,22041,FAILED TO COMPLY WITH THE TERMS OF THE BEER AND WINE OFF PREMISES LICENSE,1,N,ALEXANDRIA,INITIAL HEARING,11/6/2006,3/21/2008,04/24/08,,,,,,,APPLICATION-LICENSE GRANTED
908,TENADAM INTERNATIONAL MARKET,35330,3817C S George Mason Dr,Falls Church,VA,22041,KEPT UNAUTHORIZED AB FOR SALE; FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED DURING BUSINESS HOURS; FAILED TO KEEP ACCURATE RECORDS; PURCHASED AB FOR RESALE FROM A PERSON OTHER THAN A WHOLESALER,4,N,ALEXANDRIA,CONSENT SETTLEMENT,2/5/2008,,04/25/08,7," $ 2,000.00 ",,,,,
658,MACHU PICCHU,29526,5910 - 5912 Leesburg Pike,Falls Church,VA,220412202,CAUSE EXISTS -RESIDENCES; DESIGNATED MGR. NOT POSTED; DESIGNATED MGR. NOT ON DUTY; ILLUMINATION; QUALIFICATIONS,5,N,ALEXANDRIA,INITIAL HEARING,3/25/2007,12/28/2007,2/1/2008,7," $ 1,750.00 ",,,,,
433,7 ELEVEN STORE 2554 24645,38981,3827 S George Mason Dr,Falls Church,VA,220413763,LANGUAGE BARRIER/FAILED TO KEEP ACCURATE RECORDS IN PLACE OF BUSINESS,2,N,ALEXANDRIA,INITIAL HEARING,12/5/2006,5/21/2007,7/9/2007,7, $ 500.00 ,,,,,
624,CHICKEN CORNER (Genji Japanese Rest.),41671,2816 - 2818 Graham Rd,Falls Church,VA,22042,FAILED TO HAVE A DESIGNATED MGR. PRESENT; FAILED TO KEEP COMPLETE RECORDS AT THE PLACE OF BUSINESS ,2,N,ALEXANDRIA,CONSENT SETTLEMENT,10/31/2007,,1/30/2008,7," $ 1,000.00 ",,,,,
823,MIU KEE RESTAURANT,5574,6653 Arlington Blvd,Falls Church,VA,22042,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/16/2008,,03/26/08,25," $ 2,000.00 ",,,,,
834,7 MARKET,42953,7812 Lee Hwy,Falls Church,VA,22042,KEPT UNAUTHORIZED AB FOR SALE,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/28/2007,,4/1/2008,10," $ 1,000.00 ",,,,,
96,LLAJTAYMANTA RESTAURANT,33726,7236 Arlington Blvd,Falls Church,VA,220421529,KEPT UNAUTHORIZED AB ON PREMISES; SOLD UNAUTHORIZED AB.,1,Y,ALEXANDRIA,INITIAL HEARING,7/13/2006,8/2/2007,9/17/2007,60," $ 4,000.00 ",30,,,,
673,LLAJTAYMANTA RESTAURANT,33726,7236 Arlington Blvd,Falls Church,VA,220421529,FAILED TO COMPLY WITH A CONDITION OF THE LICENSE; FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED; FAILED TO HAVE DESIGNATED MGR. PRESENT AND IN CHARGE; FAILED TO KEEP COMPLETE  & ACCURATE RECORDS,4,Y,ALEXANDRIA,INITIAL HEARING,6/22/2007,2/4/2008,2/14/2008,7,"$1,750 ",,,,,
358,7 ELEVEN STORE 2581 10678A,48437,7222 Arlington Blvd,Falls Church,VA,220421829,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/13/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
444,DÉJÀ VU RESTAURANT,40423,6757 Wilson Blvd # 17,Falls Church,VA,220423387,PERMITTED CONSUMPTION OF AB UPON LICENSED PREMISES BETWEEN THE HOURS OF 2:00 AM.M AND 6:00 A.M.,2,N,ALEXANDRIA,INITIAL HEARING,5/26/2007,10/5/2007,12/5/2007,10," $ 1,000.00 ",,,,,
897,THE WESTIN TYSON'S CORNER (MB),39834,7801 Leesburg Pike,Falls Church,VA,22043,FAILED TO COMPLETE ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2007,,04/21/08,7, $ 500.00 ,,,,,
298,FAIRFAX TOWERS GROCERY,55935,2251 Pimmit Dr,Falls Church,VA,220432202,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/28/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
930,PHO BIEN RESTAURANT,17002,6795 Wilson Blvd #18 20 22,Falls Church,VA,22044,PERMITTED CONSUMPTION AFTER HOURS,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/18/2008,,5/5/2008,10," $ 1,000.00 ",,,,,
426,SONG HAU RESTAURANT,39769,6763 Wilson Blvd Ste 6A,Falls Church,VA,220443300,"FAILED TO KEEP COMPLETE, ACCURATE & SEPARATE RECORDS AT PLACE OF BUSINESS; FAILED TO HAVE A DESIGNATED MGR. PRESENT.",2,N,ALEXANDRIA,INITIAL HEARING,7/11/2007,9/26/2007,11/29/2007,10," $ 1,500.00 ",,,,,
829,ANNANDALE CAFÉ,8546,133 E Annandale Rd,Falls Church,VA,22046,FAILED TO KEEP ACCURATE & COMPLETE RECORDS FOR INSPECATION BY OUR SA'S.,2,N,ALEXANDRIA,CONSENT SETTLEMENT,8/16/2007,2/22/2008,4/2/2008,10, $ 750.00 ,,,,,
700,LA CARAQUENA RESTAURANT,48992,300 W Broad St,Falls Church,VA,220463319,APPLICATION OBJECTION: CONVICTED FELON,1,N,ALEXANDRIA,INITIAL HEARING,9/28/2007,2/6/2008,2/20/2008,,,,12,,,APPLICATION-LICENSE GRANTED
1077,ROMANTICA PIZERIA DELI,7889,9906 Georgetown Pike,Great Falls,VA,22066,FAILED TO KEEP ACCURATE RECORDS,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/23/2008,,06/30/08,7, $ 500.00 ,,,,,
68,FIORE DI LUNA (MB),30729,1025 I Seneca Rd,Great Falls,VA,220661365,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,2/28/2007,8/3/2007,9/17/2007,7, $ 500.00 ,,,,,
627,SAFFRON GRILL,39211,1025 A Seneca Rd,Great Falls,VA,220661365,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/12/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
1078,7 ELEVEN STORE 2581 10653,13007,701 Van Buren St,Herndon,VA,22070,FAILED TO COMPLY WITH A CONDITION OF THE LICENSE,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/12/2007,,06/30/08,7, $ 500.00 ,,,,,
805,SUNOCO A PLUS #7671,36127,615 E Market St,Leesburg,VA,22075,SOLD TO UAB,1,Y,ALEXANDRIA,OFFER IN COMPROMISE,8/6/2007,3/6/2008,03/26/08,," $ 4,500.00 ",3,,,,
469,"HOP AND WINE BEVERAGE, LLC (WINE)",77939,8390 J Terminal Rd,Lorton,VA,220791422,SOLD WINE W/O APPROVAL BY THE BOARD/LICENSEE PROVIDED A MONETARY CREDIT TO A RETAIL LICENSEE,2,N,ALEXANDRIA,OFFER IN COMPROMISE,2/6/2007,6/18/2007,7/9/2007,," $ 2,500.00 ",,,,,REDUCED TO A WRITTEN WARNING
470,"HOP AND WINE BEVERAGE, LLC (BEER)",77937,8390 J Terminal Rd,Lorton,VA,220791422,SOLD WINE W/O APPROVAL BY THE BOARD/LICENSEE PROVIDED A MONETARY CREDIT TO A RETAIL LICENSEE,2,N,ALEXANDRIA,OFFER IN COMPROMISE,9/6/2006,6/18/2007,7/9/2007,," $ 2,500.00 ",,,,,REDUCED TO A WRITTEN WARNING
93,GINGER BEEF CHINESE DELI,71912,7200 Telegraph Square Dr Ste K,Lorton,VA,220791552,KEPT UNAUTHORIZED AB ON PREMISES,1,N,ALEXANDRIA,INITIAL HEARING,4/24/2007,8/3/2007,9/17/2007,10, $ 750.00 ,,,,,
349,RITE AID PHARMACY 2257,50014,7764 Gunston Plz,Lorton,VA,220791897,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/10/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
81,CAPRI RISTORANTE ITALIANO (MB),9551,6825 Redmond Dr Ste K,McLean,VA,22101,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,Y,ALEXANDRIA,INITIAL HEARING,4/30/2007,9/26/2007,11/29/2007,," $ 1,000.00 ",,,,,
74,PASA THAI CUISINE (MB),40495,1315 Old Chain Bridge Rd,McLean,VA,221013908,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/31/2007,,10/25/2007,7, $ 500.00 ,,,,,
32,THE VINEYARD,46736,1445 Laughlin Ave Ste 101,McLean,VA,221015737,FAILED TO FILE DIRECT SHIPPER'S ACTIVITY REPORT,1,N,ALEXANDRIA,INITIAL HEARING,7/16/2007,10/5/2007,12/7/2007,7, $ 400.00 ,,,,,
832,THE FRONT PAGE RESTAURANT,27072,4201 Wilson Blvd,Arlington,VA,22102,ADVERTISED TWICE ABOUT HAPPY HOUR CONTRARY TO RULES & REGS.,1,Y,ALEXANDRIA,BOARD APPEAL HEARING,8/6/2007,11/28/2007,4/2/2008,25," $ 4,000.00 ",7,,,,
492,O'MEARA'S RESTAURANT & PUB,29047,8971 Center Street,Manassas,VA,22110,ALLOWED AN INTOXICATED PERSON TO LOITER/CONDUCTED HAPPY HOUR CONTRARY TO REGS./AGENTS & OTHER LAW OFFICERS WERE PREVENTED FROM REASONABLE OBSERVATION OF THE ROOM/LICENSEE MADE GIFTS OF AB TO A PERSON,4,Y,ALEXANDRIA,INITIAL HEARING,2/26/2006,6/1/2007,7/13/2007,7," $ 1,000.00 ",,,,,
957,O'MEARA'S RESTAURANT & PUB,29047,8971 Center Street,Manassas,VA,22110,"URGED OR ENTICED PATRONS TO PURCHASE AB, MADE GIFTS OF AB 8 TIMES, ADVERTISED HAPPY HOUR 7 TIMES, SERVED INTOXICATED PATRONS 2 TIMES, ALLOWED INTOXICATED PATRONS TO LOITER 2 TIMES, ALLOWED CONSUMPTION BY INTOXICATED PATRONS 6 TIMES ",26,Y,ALEXANDRIA,INITIAL HEARING,5/4/2007,1/9/2008,5/12/2008,30," $ 26,500.00 ",,12,,,EST. CLOSED
44,SAIGON CITY RESTAURANT ,32448,6333 Brandon Ave,Springfield,VA,22150,"FAILED TO KEEP COMPLETE, ACCURATE & SEPARATE RECORDS AT PLACE OF BUSINESS",1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/11/2007,,8/29/2007,7, $ 500.00 ,,,,,
693,5 T RESTAURANT (MB),40102,7052 Garden Spring Dr,Springfield,VA,22150,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/31/2007,,2/8/2008,7, $ 500.00 ,,,,,
789,BACO DISTRIBUTOR,41839,7706 F Backlick Rd,Springfield,VA,22150,LICENSEE SOLD WINE TO RETAILER FOR CASH; FAILED TO KEEP ACCURATE RECORDS,2,Y,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2007,,03/20/08,10," $ 1,500.00 ",,,,,
885,COURTYARD BY MARRIOTT,14011,6710 Commerce St,Springfield,VA,22150,SOLD AB IN AN UNAUTHORIZED PLACE OR MANNER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/12/2008,,04/16/08,10," $ 1,000.00 ",,,,,
1001,CANTON CAFÉ,11205,6396 Springfield Plz,Springfield,VA,22150,"FAILED TO OBLITERATE MB STAMPS; KEPT UNAUTHORIZED AB FOR SALE; FAILED TO KEEP COMPLETE, ACCURATE RECORDS AT THE PLACE OF BUSINESS",3,N,ALEXANDRIA,CONSENT SETTLEMENT,2/16/2008,,6/4/2008,7," $ 1,500.00 ",,,,,
325,TARGET STORE T 1416,45155,6600 Springfield Mall,Springfield,VA,221501712,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/10/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
20,DRAGON SEA BUFFET,5235,6820 Commerce St,Springfield,VA,221502601,CAUSE EXISTS - PEACE & GOOD ORDER,1,N,ALEXANDRIA,INITIAL HEARING,11/4/2006,8/2/2007,9/14/2007,,,,,,Y,
541,LA HACIENDA (MB),74552,7035 Brookfield Plz # 37,Springfield,VA,221502918,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,5/31/2007,11/26/2007,1/11/2008,7, $ 500.00 ,,,,,
341,TRADER JOE'S #651,23596,6394 Old Keene Mill Rd,Springfield,VA,221503431,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/21/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
787,MERCADO LA COLONIA,41150,6971 Hechniger Dr,Springfield,VA,22151,SOLD TO UAB; FAILED TO HAVE DESIGNATED PRESENT,2,N,ALEXANDRIA,CONSENT SETTLEMENT,1/13/2008,,03/20/08,7, $ 500.00 ,,,,,
819,EL GRANDE,42778,6901 Hechinger Dr,Springfield,VA,22151,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/13/2008,,03/26/08,25," $ 2,000.00 ",,,,,
865,TA TOO BAR & RESTAURANT,39106,6981 C Hechinger Dr,Springfield,VA,22151,ADVERTISED HAPPY HOUR TWICE; CONSUMPTION OF AB BY EMPLOYEE WHILE ON DUTY; ESTABLISHMENT SO ILLUMINATED; KEPT UNAUTHORIZED AB FOR SALE; SOLD AB IN AN UNAUTHORIZED PLACE; FAILED TO OBLITERATE MB STAMPS; TAMPERED WITH CONTENTS OF BOTTLES.,5,Y,ALEXANDRIA,INITIAL HEARING,8/25/2007,2/21/2008,04/10/08,15," $ 4,500.00 ",,,,,
450,7 ELEVEN STORE 2581 30479,47022,6221 Rolling Rd,Springfield,VA,221521637,QUALIFICATIONS; FAILED TO KEEP RECORDS; LANGUAGE BARRIER,2,N,ALEXANDRIA,INITIAL HEARING,1/29/2007,8/10/2007,9/19/2007,7," $ 1,000.00 ",,,,,
429,SEANG SEANG EXPRESS,38545,7659 B Fullerton Rd,Springfield,VA,22153,FAILED TO PAY CASH TO THE BOARD/FAILED TO FILE WINE WHOLESALEERS REPORT ,2,N,ALEXANDRIA,INITIAL HEARING,7/21/2006,5/21/2007,7/9/2007,10," $ 1,200.00 ",,,,,
798,HUNAN TASTE RESTAURANT (MB),38873,8088 Rolling Rd,Springfield,VA,22153,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2007,,03/20/08,7, $ 500.00 ,,,,,
1066,CERRO GRANDE,30015,6705 Springfield Mall,Springfield,VA,22160,SOLD TO TWO UAB'S,1,N,ALEXANDRIA,INITIAL HEARING,8/10/2007,5/23/2008,06/26/08,,,,,,Y,
383,EL TACO RICO,41992,18607 Jefferson Davis Hwy,Triangle,VA,22172,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/24/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
367,7 ELEVEN STORE 2581 10710,5880,2828 Gallows Rd,Vienna,VA,22180,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/13/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
758,ECKERD DRUGS #8219,19419,215 Maple Ave W,Vienna,VA,22180,SOLD TO UAB,1,N,ALEXANDRIA,INITIAL HEARING,5/20/2007,2/8/2008,03/17/08,25," $ 2,000.00 ",,,,,
707,VIENNA VINTNER,4251,233 Maple Ave E,Vienna,VA,221804630,KEPT UNAUTHORIZED AB FOR SALE,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/16/2007,,2/22/2008,7, $ 500.00 ,,,,,
285,TARA THAI RESTAURANT ,59873,226 Maple Ave W,Vienna,VA,221805607,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/17/2007,,9/26/2007,25," $ 2,000.00 ",,,,,
182,VIENNA DRUG CENTER,9036,150 Maple Ave W,Vienna,VA,221805776,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/20/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
887,CHIMA STEAKHOUSE (MB),44469,"8010 Towers Cresent Dr, Ste 100",Vienna,VA,22182,FAILED TO COMPLETE ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2007,,04/16/08,7, $ 500.00 ,,,,,
368,7 ELEVEN STORE 2581 10696,6608,1931 Old Gallows Rd,Vienna,VA,221823924,SOLD TO UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/13/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
572,EL PULGARCITO GRILL (MB),34694,1306 Horner Rd,Woodbridge,VA,22191,FAILED TO OBLITERATE MB STAMPS ,1,N,ALEXANDRIA,CONSENT SETTLEMENT,11/6/2007,,1/15/2008,7, $ 500.00 ,,,,,
958,BAR-J CHILI PARLOR (MB),1793,13275 Gordon Blvd,Woodbridge,VA,22191,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,8/1/2007,4/8/2008,5/13/2008,15," $ 1,000.00 ",,,,,
690,EAST COAST BILLIARDS (MB),54881,13989 Jefferson Davis Hwy,Woodbridge,VA,221912010,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/1/2007,,2/8/2008,7, $ 500.00 ,,,,,
631,HIGHS 2554 28587,44336,1551 Featherstone Rd,Woodbridge,VA,221913140,FAILED TO KEEP COMPLETE RECORDS ,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/30/2007,,1/30/2008,7, $ 500.00 ,,,,,
741,CHEESEBURGER IN PARADISE,36410,1400 Fougler Dt,Woodbridge,VA,22192,CONVICTED FELON; PREPARED ADVANCED MB FOR PATRON,2,N,ALEXANDRIA,BOARD APPEAL HEARING,6/9/2007,11/28/2007,3/5/2008,10," $ 1,000.00 ",,,,,
