RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,
153,NORTH SIDE FOOD MART & DELI,67420,3100 CAROLINA AVENUE,RICHMOND,VA,23222,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,8/16/2011,N,8/30/2011,,,10/13/2011,," $ 1,500.00 ",,,,,,,
114,HEART & SOUL CAFÉ,64249,119 N 18TH ST,RICHMOND,VA,23223,"PLACE OCCUPIED BY THE LICENSEE DOES NOT CONFORM TO THE REQUIREMENTS OF THE CITY OF RICHMOND WITH RESPECTO TO SANITATION, HEALTH, CONSTRUCTION OR EQUIPMENT",1,N,RICHMOND,INITIAL HEARING,1/1/2011,N,2/4/2011,6/23/2011,8/11/2011,9/15/2011,10," $ 1,000.00 ",,,,,,,
251,Q MART,68029,4300 NINE MILE ROAD,RICHMOND,VA,23223,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,9/29/2011,N,10/18/2011,,,12/1/2011,,,,,,,SELLER TO ATTEND RSVP ON 11-16-11.,,
363,CLAY ST MARKET,78352,501 N 30TH STREET,RICHMOND,VA,23223,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/10/2011,N,12/5/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
395,AQUA LOUNGE,68670,1708 EAST MAIN STREET,RICHMOND,VA,23223,SO LOCATED PEACE AND GOOD ORDER,1,N,RICHMOND,INITIAL HEARING,10/5/2011,Y,10/5/2011,11/16/2011,11/18/2011,1/18/2012,,,,,,,LICENSE GRANTED,,
410,MOFAUZYS LOUNGE,63499,1814 E. MAIN STREET,RICHMOND,VA,23223,LICENSEE PERMITTED CONSUMPTION ON PREMIESES BETWEEN 2:00 AM & 6:00 AM; KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL AND KEEP; LICENSEE REFILLED OR PARTIALLY REFILLED BOTTLES; LICENSEE PURCHASED WINE OR BEER FOR RESALE FROM A PERSON OTHER THAN A MANUFACTURER; LICENSEE FAILED TO OBLITERATE THE MIXED BEVERAGE STAMPS IMMEDIATELY WHEN CONTAINERS OF ALCOHOLIC BEVERAGES WERE EMPTIED.,5,N,RICHMOND,OFFER IN COMPROMISE,6/27/2011,Y,7/8/2011,12/12/2011,,1/11/2012, , $ 500.00 ,7,,,,,,
464,HAVE A NICE DAY CAFÉ,19978,11 SOUTH 18TH STREET,RICHMOND,VA,23223,ALLOWED INTOXICATED PERSON TO LOITER,1,N,RICHMOND,INITIAL HEARING,8/25/2011,Y,9/29/2011,11/16/2011,1/12/2012,2/15/2012,,,,,,Y,,,
473,FIVE CORNER MINI MART,69651,2001 VENABLE ST,RICHMOND,VA,23223,"PLACE TO BE OCCUPIED IS SO LOCATED VIOLATIONS RELATING TO PEACE AND GOOD ORDER WOULD RESULT; SO LOCATED ADVERSELY AFFECT REAL PROPERTY VALUES; SO LOCATED WITH RESPECT TO MARTIN LUTHER KING MIDDLE SCHOOL OPERATION WILL ADVERSELY AFFECT NORMAL ORDERLY CONDUCT; NUMBER OF LICENSES EXISTENT IS DETRIMENTAL TO INTEREST, MORALS, SAFETY OR WELFARE OF THE PUBLIC",4,N,RICHMOND,INITIAL HEARING,9/30/2011,N,10/3/2011,11/14/2011,1/20/2012,2/28/2012,,,,,,,APPLICATION - REFUSED,,
574,SHOTZ,65636,1719 E MAIN ST,RICHMOND,VA,23223,GROSS RECEIPTS LESS THAN 45%,1,N,RICHMOND,INITIAL HEARING,7/31/2011,N,2/8/2012,3/14/2012,4/4/2012,5/8/2012,5, $ 500.00 ,,,,,,,
660,1800 BAR & GRILL,61700,1800 E MAIN ST,RICHMOND,VA,23223,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT; GROSS RECEIPTS < 45% OF MIXED BEVERAGES AND FOOD,2,N,RICHMOND,INITIAL HEARING,7/31/2011,Y,12/27/2011,4/6/2012,5/25/2012,6/26/2012,7," $ 1,000.00 ",,,,,,,
228,US ARMED FORCES & VIETNAM VETS CLUB,45913,1315 HULL ST,RICHMOND,VA,23224,ESTABLISHMENT WAS SO ILLUMINATED THAT ENFORCEMENT OFFICERS WERE PREVENTED FROM OBSERVATION OF WHERE ALCOHOLIC BEVERAGES WERE BEING SOLD; CAUSE EXISTS FOR WHICH THE BOARD WOULD BE ENTITLED TO REFUSE TO ISSUE A LICENSE; LICENSEE SOLD TO AN UNAUTHORIZED PERSON; LICENSEE PERMITTED UNAUTHORIZED GUESTS TO PATRONIZE THE ESTABLISHMENT,4,N,RICHMOND,INITIAL HEARING,2/19/2011,Y,5/12/2011,10/4/2011,10/18/2011,11/18/2011,37," $ 3,000.00 ",20,,,,,,
486,MAURY FOOD MARKET,25676,914 MAURY ST,RICHMOND,VA,23224,UAB,1,N,RICHMOND,INITIAL HEARING,10/27/2011,Y,12/19/2011,1/26/2012,2/2/2012,3/9/2012,,,,,,Y,,,
534,7 ELEVEN STORE 23933-A,70124,2525 BROAD ROCK BOULEVARD,RICHMOND,VA,23224,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,3/14/2012,N,3/26/2012,,,4/10/2012,," $ 2,000.00 ",,,,,,,
627,VINNYS ITALIAN GRILL,53104,"7029 FOREST HILL AVE, SUITE B",RICHMOND,VA,23225,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/30/2012,N,5/14/2012,,,6/8/2012,," $ 2,000.00 ",,,,,,,
214,HORSEPEN FOOD & COIN LAUNDRY,14775,6420 HORSEPEN RD,RICHMOND,VA,23226,UAB,1,N,RICHMOND,INITIAL HEARING,10/29/2010,N,6/13/2011,9/6/2011,10/13/2011,11/16/2011,25," $ 2,000.00 ",,,,,,,
656,CVS PHARMACY #1975,62937,7023 THREE CHOPT ROAD,RICHMOND,VA,23226,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,5/10/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
70,PHO 79,26199,6909 STAPLES MILL RD,RICHMOND,VA,23228,UAB,1,Y,RICHMOND,INITIAL HEARING,4/21/2011,N,5/9/2011,6/16/2011,6/28/2011,8/2/2011,,,,,,Y,,,
442,WING ZONE,66222,8310 STAPLES MILL ROAD,RICHMOND,VA,23228,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,11/9/2011,Y,11/21/2011,,,2/3/2012,15,,,,,,,,
646,CVS PHARMACY #2307,62817,7590 STAPLES MILL ROAD,HENRICO,VA,23228,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/19/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
648,CVS PHARMACY #1990,62945,6100 LAKESDIE AVENUE,HENRICO,VA,23228,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/19/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
301,GOLDYS,55836,4024 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/9/2011,N,11/28/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
485,APPLEBEES NEIGHBORHOOD BAR & GRILL,50380,5400 W BROAD ST,RICHMOND,VA,23230,ALBERT DAVID CARTER HAS BEEN CONVICTED OF A FELONY OR ANY CRIME OR OFFENSE INVOLVING MORAL TURPITUDE,1,N,RICHMOND,INITIAL HEARING,11/16/2011,Y,12/2/2011,1/26/2012,2/2/2012,3/9/2012,,,,,,,NOT APPROVED TO WORK,,
561,TOWER FISH HOUSE,55034,3215 W BROAD ST,RICHMOND,VA,23230,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,2/2/2012,N,2/8/2012,3/14/2012,3/29/2012,5/1/2012,,,,,,,NO PENALTY IMPOSED,,
613,LOVELAND DISTRIBUTING CO,2474,2290 DABNEY ROAD,RICHMOND,VA,23230,"MADE A REFUND TO CVS, A RETAIL LICENSEE, ON A SALE OF AN ALCOHOLIC BEVERAGE (11 COUNTS)",11,N,RICHMOND,OFFER IN COMPROMISE,4/6/2011,Y,4/25/2012,,,6/1/2012,," $ 1,500.00 ",,,,,TRAINING W/AGENT HAALMAN,,
630,WEST BROAD SHELL,64835,4803 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/3/2012,N,4/23/2012,,,6/13/2012,," $ 2,000.00 ",,,,,,,
654,CVS PHARMACY #1537,62894,5001 W. BROAD STREET,RICHMOND,VA,23230,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/21/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
659,VARINA EXXON,56956,3275 NEW MARKET ROAD,RICHMOND,VA,23231,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/17/2012,N,5/29/2012,,,6/25/2012,," $ 2,000.00 ",,,,,,,
380,OCHARLEYS 328,11998,9927 MARYLAND DRIVE,RICHMOND,VA,23233,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/23/2011,N,11/30/2011,,,1/9/2012,," $ 2,000.00 ",,,,,,,
324,7 ELEVEN STORE 2515 16222 H,11386,5549 BELMONT ROAD,RICHMOND,VA,23234,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,11/22/2011,Y,11/16/2011,,,12/16/2011,," $ 5,000.00 ",20,,,,,,
551,GOLDEN FOOD MART,52114,2701 JEFFERSON DAVIS HWY,RICHMOND,VA,23234,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,3/7/2012,N,3/28/2012,,,4/24/2012,," $ 2,000.00 ",,,,,,,
624,VARIEDADES LATINAS,63254,4626 JEFFERSON DAVIS HIGHWAY,RICHMOND,VA,23234,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/30/2012,N,5/15/2012,,,6/8/2012,25,,,,,,,,
283,FAMOUS DAVES,14816,10201 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23235,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/22/2011,N,11/16/2011,,,12/8/2011,," $ 2,000.00 ",,,,,,,
159,SPENCER'S EXPRESS,75464,4000 KINGSLAND ROAD,RICHMOND,VA,23237,UAB,1,Y,RICHMOND,APPEAL HEARING,12/29/2010,Y,2/1/2011,3/8/2011,3/21/2011,10/19/2011,7,"$3,500 ",7,,,,,,
189,EL DESEO RESTAURANT & NIGHTCLUB,69006,7501 JEFFERSON DAVIS HWY,RICHMOND,VA,23237,BRIAN K DOWNARD HAS BEEN CONVICTED WITHIN THE 5 YEARS PRECEDING THE DATE OF THE APPLICATION FOR THE LICENSE,1,N,RICHMOND,INITIAL HEARING,8/12/2011,N,8/18/2011,10/4/2011,10/5/2011,11/4/2011,,,,12,,,APPLICATION - GRANTED,,
225,TRAVEL MART,9989,2311 WILLIS ROAD,RICHMOND,VA,23237,UAB,1,Y,RICHMOND,APPEAL HEARING,4/19/2011,Y,5/31/2011,7/27/2011,8/19/2011,11/17/2011,30,"$2,000.00 ",7,,,,MART TRAINING WITHIN 6 MOS. FOR MR. JAMAL,,
615,7 ELEVEN STORE 2511 15406 H,2404,9700 JEFFERSON DAVIS HWY,RICHMOND,VA,23237,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,3/14/2012,N,4/25/2012,,,6/1/2012,," $ 5,000.00 ",,,,,,,
323,UPPY'S XXXIX,39868,8208 W. BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,10/4/2011,N,11/3/2011,,,12/16/2011,," $ 4,500.00 ",3,,,,,,
429,MAXWELLS TAVERN,58783,"109 VOLVO PARKWAY, STE 1",CHESAPEAKE,VA,23320,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,9/29/2011,N,10/31/2011,12/6/2011,12/15/2011,1/26/2012,,,,,,Y,,,
494,BULLIES GRILL,40122,228 BATTLEFIELD BLVD. N.,CHESAPEAKE,VA,23320,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,8/24/2011,Y,10/17/2011,1/11/2012,2/15/2012,3/19/2012,," $ 3,500.00 ",,,,,,,
207,SPRINGHILL SUITES,54574,1446 CROSSWAYS BLVD,CHESAPEAKE,VA,23320,"FAILED TO TIMELY SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR YEAR ENDING OCTOBER 31, 2010",1,N,CHESAPEAKE,INITIAL HEARING,8/17/2011,N,8/22/2011,9/19/2011,10/31/2011,11/10/2011,7, $ 600.00 ,,,,,,,
183,WAWA FOOD MARKET #695,42539,3408 WESTERN BRANCH BLVD.,CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/28/2011,N,9/30/2011,,,10/27/2011,," $ 2,000.00 ",,,,,,,
211,WHISKEY RIVER,67455,4200 PORTSMOUTH BLVD,CHESAPEAKE,VA,23321,"LICENSEE PURCHASED ALCOHOLIC BEVERAGES FROMTEH BOARD, EXCEPT FOR CASH X2",2,N,CHESAPEAKE,INITIAL HEARING,5/10/2011,N,7/5/2011,8/10/2011,10/5/2011,11/15/2011,7, $ 500.00 ,,,,,,,
289,WHISKEY RIVER,67455,4200 PORTSMOUTH BLVD,CHESAPEAKE,VA,23321,"ESTABLISHMENT FAILS TO QUALIFY AS A ""RESTAURANT""",1,N,CHESAPEAKE,INITIAL HEARING,7/15/2011,Y,8/4/2011,9/19/2011,11/8/2011,12/9/2011,,,,,,,APPLICATION - DENIED,,
399,WILCO #781,13090,3260 WEATERN BRANCH BLVD,CHESAPEAKE,VA,23321,"LICENSEE FAILED TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS",1,Y,CHESAPEAKE,INITIAL HEARING,8/17/2011,N,8/26/2011,10/20/2011,12/2/2011,1/18/2012,7, $ 500.00 ,,,,,,,
478,7 ELEVEN STORE 2511-33718 A,54815,4701 TAYLOR ROAD,CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/2/2012,N,2/7/2012,,,2/29/2012,," $ 2,000.00 ",,,,,,,
71,HICKORY GRILL,43606,"1464 MOUNT PLEASANT RD, STE 107",CHESAPEAKE,VA,23322,"LICENSEE FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING JULY 31, 2010",1,Y,CHESAPEAKE,INITIAL HEARING,4/6/2011,N,4/22/2011,6/8/2011,6/29/2011,8/2/2011,7, $ 500.00 ,,,,,,,
91,SIMPLY THAI CUISINE,57173,326 CARMICHAEL WAY,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/15/2011,N,7/21/2011,,,8/19/2011,25,,,,,,,,
200,FABBRIZI'S RISTORANTE,63008,"138 BATTLEFIELD BLVD, S",CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,INITIAL HEARING,6/15/2011,N,7/20/2011,8/9/2011,9/29/2011,11/4/2011,25," $ 2,000.00 ",,,,,,,
446,PLANTATION CAFÉ,63121,1501 CAHOON PKY,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,10/8/2011,N,12/19/2011,,,2/3/2012,15,,,,,,,,
588,MILLER MART,68829,1229 CEDAR RD,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,INITIAL HEARING,10/8/2011,N,1/18/2012,2/9/2012,4/13/2012,5/16/2012,25," $ 2,000.00 ",,,,,,,
540,PLAZA AZTECA,27886,1249 CEDAR RD,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,INITIAL HEARING,10/14/2011,N,12/19/2011,1/31/2012,3/7/2012,4/17/2012,25," $ 2,000.00 ",,,,,,,
203,JOKERS BAR & GRILLE,7391,2917 SOUTH MILITARY HIGHWAY,CHESAPEAKE,VA,23323,UAB,1,Y,CHESAPEAKE,APPEAL HEARING,5/11/2011,N,5/27/2011,7/6/2011,7/19/2011,11/4/2011,10,"$2,000.00 ",,,,,RSVP TRAINING WITHIN 12 MOS. OF BD. ORDER & 12 MOS. OF FUTURE EMPLOYEES HIRED DATE.,,
298,DREAM SOUTHERN CUISINE,61302,3376 S. MILITARY HWY,CHESAPEAKE,VA,23323,FINANCIAL RESPONSIBILITY ,1,N,CHESAPEAKE,APPEAL HEARING,4/27/2010,Y,4/29/2010,8/10/2011,9/9/2011,12/9/2011,5," $ 1,000.00 ",,12,,,,,
550,CHESBAY DISTRIBUTING COMPANY,11494,3928 COOK BLVD,CHESAPEAKE,VA,23323,"WHOLESALER SOLD, RENTED, LENT, BOUGHT FOR OR GAVE MONEY, EQUIPMENT , FURNITURE, FIXTURES, PROPERTY, SERVICES OR SOMETHING OF VALUE TO VIRGINIA BEACH FIELD HOUSE LLC",1,N,CHESAPEAKE,OFFER IN COMPROMISE,9/6/2011,N,3/6/2012,,,4/23/2012,," $ 5,000.00 ",,,,,,,
403,FOOD LION 1591,9918,2544 BAINBRIDGE BLVD,CHESAPEAKE,VA,23324,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,10/5/2011,N,11/1/2011,12/7/2011,12/15/2011,1/11/2012,," $ 7,000.00 ",5,,,,,,
361,COLONIAL DOWNS FOOD AND BEVERAGE,40075,4301 INDIAN RIVER ROAD,CHESAPEAKE,VA,23325,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/2/2011,N,11/29/2011,,,1/3/2012,,"$2,000 ",,,,,,,
278,CW COWLINGS,59382,1278 SMITHFIELD SHOP PLZ,SMITHFIELD,VA,23430,"FAIL TO TIMELY SUBMIT THE ANNUAL REVEW REPORT FOR YEAR ENDING MAY 31, 2011",1,N,HAMPTON,INITIAL HEARING,9/1/2011,N,9/13/2011,10/12/2011,11/2/2011,12/6/2011,7, $ 500.00 ,,,,,,,
292,THUNDERBIRD GRILL,78034,201 BATTERY PARK ROAD,SMITHFIELD,VA,23430,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/27/2011,N,11/9/2011,,,12/12/2011,," $ 2,000.00 ",,,,,,,
545,PARK AND SHOP #10,56706,1001 S CHURCH ST,SMITHFIELD,VA,23430,UAB,1,N,HAMPTON,INITIAL HEARING,10/27/2011,N,12/9/2011,2/6/2012,3/8/2012,4/17/2012,25," $ 2,000.00 ",,,,,,,
262,FARM FRESH SUPERMARKET 188,78193,1401 N MAIN STREET,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/18/2011,N,10/27/2011,,,12/1/2011,," $ 2,000.00 ",,,,,,,
263,GAS N GO,51247,1504 HOLLAND ROAD,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/18/2011,N,10/27/2011,,,12/1/2011,," $ 2,000.00 ",,,,,,,
264,KELLYS TAVERN,29438,119 W CONSTANCE ROAD,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/18/2011,N,10/27/2011,,,12/1/2011,," $ 2,000.00 ",,,,,,,
265,7 ELEVEN STORE 2511-33662 A,59198,2317 HOLLAND ROAD,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/18/2011,N,10/27/2011,,,12/1/2011,," $ 2,000.00 ",,,,,,,
293,AMICIS RESTAURANT,51815,157 E WASHINGTON STREET,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/19/2011,N,10/27/2011,,,12/12/2011,," $ 2,000.00 ",,,,,,,
518,EXXON MART,49175,801 W. CONSTANCE RD,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,OFFER IN COMPROMISE,11/22/2011,N,2/19/2012,,,3/30/2012,," $ 1,500.00 ",,,,,,,
32,BENNETTS CREEK RESTAURANT & MARINA,66361,3305 FERRY RD,SUFFOLK,VA,23435,LICENSEE FAILED OR REFUSED TO COMPLY WITH A CONDITION OF THE LICENSE,1,N,HAMPTON,INITIAL HEARING,12/18/2010,N,1/21/2011,5/18/2011,6/14/2011,7/20/2011,,,,,,Y,,,
33,BENNETTS CREEK RESTAURANT & MARINA,66361,3305 FERRY RD,SUFFOLK,VA,23435,UAB,1,N,HAMPTON,INITIAL HEARING,2/11/2011,N,3/10/2011,5/18/2011,6/14/2011,7/20/2011,10," $ 1,000.00 ",,,,,,,
34,BENNETTS CREEK RESTAURANT & MARINA,66361,3305 FERRY RD,SUFFOLK,VA,23435,PLACE TO BE OCCUPIED IS SO LOCATED WITH RESPECT TO A RESIDENTIAL AREA THAT OPERATION WILL ADVERSLY AFFECT REAL PROPERTY VALUES,1,N,HAMPTON,INITIAL HEARING,3/28/2011,N,4/1/2011,5/18/2011,6/14/2011,7/20/2011,,,,,,,APPLICATION - GRANTED WITH RESTRICTIONS,,
229,NANSEMOND SERVICE CENTER,15078,5600 BENNETTS PASTURE ROAD,SUFFOLK,VA,23435,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/19/2011,N,10/27/2011,,,11/21/2011,," $ 2,000.00 ",,,,,,,
596,7 ELEVEN STORE 33179-B,79378,6496 HAMPTON ROADS PKWY.,SUFFOLK,VA,23435,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/21/2012,N,5/1/2012,,,5/24/2012,," $ 2,000.00 ",,,,,,,
46,ROUTE 58 FOOD MART,27696,8917 S QUAY ROAD,SUFFOLK,VA,23437,"LICENSEE FAILED TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS AT THE PLACE OF BUSINESS",1,Y,HAMPTON,CONSENT SETTLEMENT,6/16/2011,N,6/22/2011,,,7/28/2011,, $ 500.00 ,,,,,,,
1,THE FRESH MARKET,9437,855 HILLTOP NORTH SHOPPING CTR.,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/18/2011,N,6/17/2011,,,7/1/2011,," $ 2,000.00 ",,,,,,,
150,BLACK ANGUS RESTAURANT,59024,706 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,"FAIL TO TIMELY SUBMIT THE ANNUAL REVIEW REPORT FOR YEAR ENDING  APRIL 30, 2011",1,N,CHESAPEAKE,INITIAL HEARING,6/1/2011,N,7/15/2011,8/8/2011,9/6/2011,10/12/2011,7, $ 500.00 ,,,,,,,
154,SUNSATIONS INC,56715,2500 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,6/15/2011,N,6/20/2011,8/8/2011,9/6/2011,10/13/2011,30," $ 3,000.00 ",10,,,,,,
239,LA PIZZERIA,70912,2973 SHORE DRIVE,VIRGINIA BEACH,VA,23451,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,10/26/2011,N,11/16/2011,,,11/21/2011,25,,,,,,,,
406,15TH STREET RAW BAR AND GRILL,46594,1400 ATLANTIC AVENUE STE 209,VIRGINIA BEACH,VA,23451,LICENSEE DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD BY MAKING OR FILING DOCUMENT REQUIRED WHICH IS FRAUDULENT OR CONTAINS FALSE MISREPRESENTATION; LICENSEE PURCHASED ALCOHOLIC BEVERAGES FROM THE BOARD EXCEPT FOR CASH,2,N,CHESAPEAKE,OFFER IN COMPROMISE,9/1/2011,Y,9/27/2011,12/7/2011,12/20/2011,1/11/2012,," $ 1,500.00 ",,12,,Y,"Ch. 1, DISMISSED; CASH ONLY BASIS FOR 1 YEAR",,
541,UPPER DECK,29229,206 16TH ST,VIRGINIA BEACH,VA,23451,FAILED TO TIMELY SUBMIT MBAR,1,Y,CHESAPEAKE,INITIAL HEARING,9/1/2011,N,12/19/2011,1/31/2012,3/7/2012,4/17/2012,10," $ 1,500.00 ",,,,,,,
44,FOOD LION 211,9640,3770 VIRGINIA BEACH BOULEVARD,VIRGINIA BEACH,VA,23452,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,6/22/2011,N,7/1/2011,,,7/28/2011,," $ 2,000.00 ",,,,,,,
60,QWIK SAVE,54121,"3497 HOLLAND ROAD, STE. 107",VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,APPEAL HEARING,8/27/2010,Y,10/7/2010,1/18/2011,2/8/2011,7/28/2011,20,,,,,,SUSPENSION LIFTED IF NO ABC VIOLATIOINS WITHIN 12 MOS. & MR WANIS ATTEND MART TRAINING WITHIN 12 MOS OF BD. ORDER,,
92,BOW CREEK GOLF COURSE,67848,3425 CLUB HOUSE ROAD,VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/29/2011,N,7/20/2011,,,8/19/2011,," $ 2,000.00 ",,,,,,,
101,7 ELEVEN STORE 2514-19533 H,27283,3564 HOLLAND ROAD,VIRGINIA BEACH,VA,23452,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,6/29/2011,Y,7/7/2011,,,9/7/2011,," $ 5,000.00 ",,,,,,,
199,FLASHBACK SPORTS BAR & GRILL,50180,"3001 SILINA DR, STE B",VIRGINIA BEACH,VA,23452,"CHARACTERISTICS OF THE FOOD BUSINESS UPON THE PREMISES ARE SUCH THAT THE ESTABLISHMENT FAILS TO QUALIFY AS A ""RESTAURANT"" X2",2,N,CHESAPEAKE,INITIAL HEARING,2/28/2011,N,7/14/2011,8/8/2011,9/29/2011,11/4/2011,10," $ 2,000.00 ",,,,,,,
353,WAWA FOOD MARKET #678,23216,2501 VIRGINIA BEACH BLVD.,VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/16/2011,N,11/30/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
408,7 ELEVEN STORE 2514 20040 H,24409,3185 HOLLAND ROAD,VIRGINIA BEACH,VA,23453,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,10/26/2011,Y,11/1/2011,,,1/11/2012,," $ 5,000.00 ",,,,,,,
72,OMEGA MEDITERRANEAN RESTAURANT & BAR,62196,401 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,GROSS RECEIPTS FROM THE SALE OF FOOD AND NONALCOHOLIC BEVERAGES WERE LESS THAN 45% OF THE GROSS RECEIPTS FROM THE SALE OF MIXED BEVERAGES AND FOOD; ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,2,N,CHESAPEAKE,INITIAL HEARING,12/31/2010,Y,4/15/2011,6/7/2011,6/29/2011,8/2/2011,15," $ 1,500.00 ",,,,Y,CHARGE 2 DISMISSED,,
102,KANGAROO EXPRESS 3108,3134,1912 LASKIN ROAD,VIRGINIA BEACH,VA,23454,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,6/22/2011,Y,7/7/2011,,,9/7/2011,," $ 5,000.00 ",,,,,COMMITMENT THAT MGR WILL ATTEND MART TRAINING,,
