"Run on 04JAN2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Div No.","Division Name","Sch No.","School Name","Low Grade","High Grade","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","EOC English","EOC English","EOC English","EOC English","EOC English","EOC English","EOC English","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Algebra 1 Pass","Algebra 1 Pass","Algebra 1 Proficient","Algebra 1 Advanced","Algebra 1 Pass","Algebra 1 Proficient","Algebra 1 Advanced","Geometry Pass","Geometry Pass","Geometry Proficient","Geometry Advanced","Geometry Pass","Geometry Proficient","Geometry Advanced","Algebra 2 Pass","Algebra 2 Pass","Algebra 2 Proficient","Algebra 2 Advanced","Algebra 2 Pass","Algebra 2 Proficient","Algebra 2 Advanced","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","Civics and","Civics and","Civics and","Civics and","Civics and","Civics and","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","World History","World History","World History","World History","World History","World History","World History","World Geography","World Geography","World Geography","World Geography","World Geography","World Geography","World Geography","World History","World History","World History","World History","World History","World History","World History","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Biology Pass","Biology Pass","Biology Proficient","Biology Advanced","Biology Pass","Biology Proficient","Biology Advanced","Chemistry Pass","Chemistry Pass","Chemistry Proficient","Chemistry Advanced","Chemistry Pass","Chemistry Proficient","Chemistry Advanced"
29,"Fairfax County Public Schools",960,"SPRINGFIELD ESTATES ELEM.","PK",6,82.17,79.55,51.14,28.41,84.54,46.39,38.14,90.35,93.18,43.18,50,81.82,28.41,53.41,95.61,92.55,56.38,36.17,90.91,40.4,50.51,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",86.82,87,29,58,94.69,36.28,58.41,85.96,91.11,56.67,34.44,73.74,43.43,30.3,".",100,9.09,90.91,100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.27,86.36,25,61.36,80.53,30.97,49.56,92.44,91.49,40.43,51.06,92.38,28.57,63.81,".",".",".",".",".",".",".",83.74,56.91,26.83,84.62,31.73,52.88,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",82.95,86.36,34.09,52.27,85.84,43.36,42.48,87.72,83.15,51.69,31.46,69.39,56.12,13.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",970,"GLEN FOREST ELEM.","PK",5,56.99,59.72,55.56,4.17,62.32,52.17,10.14,71.74,85.71,68.83,16.88,84.42,62.34,22.08,64.29,81.61,71.26,10.34,88.89,56.79,32.1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",79.59,81.45,49.19,32.26,81.65,46.79,34.86,63.74,67.2,52.8,14.4,78.07,63.16,14.91,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",76.6,77.78,51.85,25.93,87.67,53.42,34.25,66.96,79.82,56.14,23.68,80.58,40.78,39.81,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",68.82,78.05,65.85,12.2,84.93,60.27,24.66,60.87,82.8,69.89,12.9,87.64,82.02,5.62,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",980,"KENT GARDENS ELEM.","PK",6,85.04,79.67,64.23,15.45,88.98,57.48,31.5,94.4,97.2,35.51,61.68,97.25,46.79,50.46,98.37,95.65,59.13,36.52,99.12,35.09,64.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",94.49,96.27,30.6,65.67,94.2,29.71,64.49,93.6,91.6,52.1,39.5,93.1,49.14,43.97,".",100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.97,96.21,20.45,75.76,96.06,29.92,66.14,94.55,96.58,41.03,55.56,96.09,34.38,61.72,".",".",".",".",".",".",".",90.63,69.53,21.09,91.67,48.15,43.52,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",93.55,92.37,36.64,55.73,96.06,38.58,57.48,91.94,96.49,59.65,36.84,95.61,72.81,22.81,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1015,"INTERAGENCY ALT. SEC. CTR",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",50,50,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",66.67,66.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1020,"LEE HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.33,8.33,".",".",".",".",".",".",".",".",".",".",".",97.97,94.7,49.31,45.39,90.05,55.56,34.49,95.07,92.45,69.6,22.85,95.64,45.52,50.12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",33.33,33.33,".",".",".",".",71.66,68.75,63.64,5.11,86.36,71.93,14.44,81.5,85.77,61.92,23.85,87.38,57.62,29.76,78.93,84.13,52.91,31.22,89.43,50.61,38.82,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",84.09,90.91,50.87,40.04,93.76,51.89,41.87,85.79,81.46,60.49,20.98,85.68,61.65,24.03,".",".",".",".",".",".",".",86.79,84.09,57.44,26.65,93.36,53.72,39.64,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",80.7,85.47,72.32,13.15,84.4,72.94,11.47,79.96,77.66,68.62,9.04,76.65,65.06,11.59,79.38,82.11,76.15,5.96,76.11,65.12,10.99
29,"Fairfax County Public Schools",1030,"PARKLAWN ELEM.","PK",5,56.41,57.89,50.53,7.37,70.79,68.54,2.25,70.31,77.03,56.76,20.27,78.82,69.41,9.41,78.43,89.13,76.09,13.04,95.08,62.3,32.79,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",70.09,83.46,43.31,40.16,88.79,56.07,32.71,59.68,76.14,62.5,13.64,80.56,61.11,19.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",79.44,80,43.33,36.67,81.13,50,31.13,82.42,80,59,21,84.85,46.46,38.38,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",67.52,66.12,52.07,14.05,81.13,63.21,17.92,68.12,85,66.67,18.33,81.69,74.65,7.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1050,"CHURCHILL ROAD ELEM.","PK",6,89.25,94.21,61.98,32.23,93.81,48.67,45.13,99.09,98.56,28.06,70.5,95.88,29.9,65.98,100,99.28,28.78,70.5,97.98,19.19,78.79,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",93.55,98.43,10.24,88.19,96.52,16.52,80,99.09,98.61,29.17,69.44,96.04,21.78,74.26,".",100,5.88,94.12,100,5.88,94.12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",94.51,100,12.61,87.39,96.43,13.39,83.04,93.6,97.96,41.84,56.12,100,26.52,73.48,".",".",".",".",".",".",".",94.96,59.66,35.29,99.31,25.52,73.79,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.7,97.48,24.37,73.11,97.35,35.4,61.95,97.27,97.16,50.35,46.81,93.88,72.45,21.43,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1060,"MADISON HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",27.27,".",".",".",50,".",50,".",".",".",".",".",".",".",98.07,96.97,41.41,55.56,93.27,51.2,42.07,95.9,95.62,59.12,36.5,96.74,38.6,58.15,".",".",".",".",".",".",".",".",".",".",".",".",".",".",25,".",".",".",20,20,".",88.74,78.69,73.36,5.33,92.65,75.37,17.28,90.84,92.18,54.74,37.44,95.16,50.11,45.05,87.77,94.34,45.55,48.79,88.78,45.89,42.89,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",89.72,95.34,36.76,58.58,97.56,43.52,54.03,95.43,96.72,43.03,53.69,97.41,38.45,58.96,".",".",".",".",".",".",".",93.14,94.79,56.16,38.63,97.43,38.76,58.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",90.46,93.13,65.65,27.48,98.15,75.65,22.51,93.42,94.85,73.81,21.03,95.21,73.45,21.76,88.4,91.63,67.98,23.65,85.98,61.59,24.39
29,"Fairfax County Public Schools",1070,"STUART HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",94.33,92.14,53.57,38.57,78.64,57.29,21.36,92.71,90.66,67.13,23.53,83.75,55.6,28.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.43,85.1,73.73,11.37,94.04,68.35,25.69,91.39,91.89,57.92,33.98,86.27,52.94,33.33,86.35,92.71,59.51,33.2,95.11,63.61,31.5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.95,94.22,47.42,46.81,90.82,57.38,33.44,92.12,83.53,49.4,34.13,78.9,51.45,27.46,".",".",".",".",".",".",".",85.57,77.39,53.19,24.2,90.43,64.2,26.23,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",76.33,64.89,57.98,6.91,83.04,76.96,6.09,77.93,80.34,70.76,9.58,73.79,63.87,9.92,79.26,80.62,72.48,8.14,80.26,70.87,9.39
29,"Fairfax County Public Schools",1080,"WAYNEWOOD ELEM.","PK",6,88.89,82.76,67.82,14.94,77.91,46.51,31.4,89.86,97.22,52.78,44.44,94.9,48.98,45.92,92.54,91.78,45.21,46.58,95.92,31.63,64.29,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",91.74,92.05,29.55,62.5,87.78,34.44,53.33,84.29,91.78,65.75,26.03,90.2,56.86,33.33,".",".",".",".",100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.37,95.45,35.23,60.23,91.11,27.78,63.33,94.12,98.11,17.92,80.19,95.56,21.11,74.44,".",".",".",".",".",".",".",77.42,66.13,11.29,87.32,43.66,43.66,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",88.99,90.91,36.36,54.55,86.67,38.89,47.78,88.57,95.83,61.11,34.72,93,72,21,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1090,"BRADDOCK ELEM.","PK",5,76.47,71.43,65.08,6.35,73.53,58.82,14.71,68.57,83.33,63.33,20,93.06,69.44,23.61,69.05,84.85,65.15,19.7,97.33,70.67,26.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",91.89,92.47,47.31,45.16,91.74,37.61,54.13,66.2,80.49,63.41,17.07,85.42,56.25,29.17,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",84.42,94.64,42.86,51.79,98,58,40,83.33,82.35,49.41,32.94,85.06,42.53,42.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.71,92.86,55.36,37.5,89.36,48.94,40.43,72.09,79.69,75,4.69,81.94,70.83,11.11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1100,"FALLS CHURCH HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",33.33,33.33,".",33.33,33.33,".",".",".",".",".",".",".",".",93.93,92.68,55.4,37.28,80.37,53.58,26.79,89.86,88.78,72.94,15.84,86.84,54.93,31.91,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",14.29,".",14.29,8.33,8.33,".",67.21,82.07,65.74,16.33,74.77,58.46,16.31,81.36,74.92,56.44,18.48,80.34,58.62,21.72,67.7,86.31,54.77,31.54,69.96,41.5,28.46,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.07,89,68.28,20.71,86.98,60.32,26.67,91.28,85.42,57.55,27.86,83.19,48.41,34.78,".",".",".",".",".",".",".",82.13,76.6,58.36,18.24,90.06,58.81,31.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.55,85.63,77.25,8.38,89.82,73.65,16.17,76.84,72.39,67.91,4.48,74.51,60.78,13.73,74.58,73.14,63.96,9.19,74.11,66.07,8.04
29,"Fairfax County Public Schools",1110,"LANIER MIDDLE",7,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",74.52,82.22,54.57,27.65,86.28,49.56,36.73,83.07,81.75,64.48,17.27,84.98,76.91,8.07,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",87.95,90.95,47.96,42.99,90.95,46.32,44.63,100,98.54,46.72,51.82,100,36.69,63.31,100,100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",88.44,".",".",".",".",".",".",".",".",".",".",".",".",87.44,61.61,25.83,90.28,43.85,46.43,86.21,58.37,27.83,90.15,55.14,35.01,".",".",".",".",".",".",".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",90.35,92.23,60.19,32.04,92.65,58.35,34.3,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1120,"IRVING MIDDLE",7,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.08,85.9,47.74,38.16,90.91,51.9,39.01,90.57,86.26,62.75,23.51,91.15,79.3,11.85,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",93.1,91.8,50.27,41.53,93.88,51.53,42.35,100,100,35.16,64.84,100,48.95,51.05,".",100,14.29,85.71,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",92.47,".",".",".",".",".",".",".",".",".",".",".",".",88,60.33,27.67,91.83,40.65,51.18,91.36,60.48,30.88,92.72,59.44,33.28,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",96.25,94.57,58.15,36.41,96.97,60.67,36.3,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1130,"POE MIDDLE",6,8,".",".",".",".",".",".",".",50,100,100,".",".",".",".",".",".",".",".",".",".",".",59.42,74.86,53.76,21.1,79.55,52.27,27.27,69.21,72.75,63.77,8.99,76.97,72.73,4.24,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",54.55,54.55,".",".",".",".",78.75,80.1,56.17,23.93,79.06,59.11,19.95,98.15,100,60.23,39.77,100,73.4,26.6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85,".",".",".",".",".",".",57.57,48.36,9.21,61.36,44.7,16.67,83.52,49.73,33.79,87.28,49.62,37.66,80.63,58.97,21.65,77.87,56.01,21.86,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",84.78,89.14,59.89,29.25,87.97,64.76,23.21,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1140,"THOREAU MIDDLE",7,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.19,91.44,48.17,43.28,93.81,52.51,41.3,89.82,91.5,63.59,27.91,92.56,83.93,8.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",93.4,97.13,41.63,55.5,95.76,45.48,50.28,100,100,34.2,65.8,100,21.48,78.52,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.84,".",".",".",".",".",".",".",".",".",".",".",".",93.81,43.07,50.74,99.43,17.53,81.9,97.05,34.64,62.41,96.53,32.95,63.58,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",96.62,97.3,50.25,47.06,96.46,57.23,39.23,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1150,"LONGFELLOW MIDDLE",7,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",87.2,92.79,39.57,53.22,96.48,37.38,59.1,92.55,91.36,56.05,35.32,94.83,74.35,20.48,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",94.57,95.64,36.93,58.71,96.98,32.08,64.91,100,100,20.66,79.34,100,39.42,60.58,100,100,11.27,88.73,100,16.13,83.87,100,100,".",100,100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.71,".",".",".",".",".",".",".",".",".",".",".",".",91.52,48.92,42.6,96.57,24.95,71.62,96.63,39.48,57.14,96.55,35.44,61.11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",96.14,98.25,36.38,61.87,98.66,40.42,58.24,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1160,"TWAIN MIDDLE",7,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.59,72.23,46.48,25.75,80.83,50.76,30.07,80.72,77,54.97,22.03,74.17,66.04,8.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.67,79.15,51.48,27.68,71.15,47.23,23.91,93.75,96.63,59.13,37.5,91.59,59.29,32.3,100,100,37.5,62.5,100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",83.79,".",".",".",".",".",".",".",".",".",".",".",".",71.17,41.51,29.65,80.52,45.13,35.39,82.23,54.88,27.34,78.99,46.67,32.32,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.92,88.11,55.95,32.16,81.67,54.18,27.49,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1170,"GLASGOW MIDDLE",6,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",57.19,71.15,49.62,21.54,77.66,54.26,23.4,64.26,66.98,54.01,12.96,65.4,58.94,6.45,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.92,76.83,50.15,26.69,78.34,53.74,24.6,99.11,98.9,45.05,53.85,99.07,51.4,47.66,100,100,20,80,100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",80.42,".",".",".",50,50,".",47.4,43.06,4.34,46.06,35.28,10.79,68.91,52.1,16.81,73.81,42.56,31.25,74.18,61.76,12.42,76.02,59.94,16.08,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",75.37,84.92,63.61,21.31,78.76,57.82,20.94,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1190,"COOPER MIDDLE",7,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",91.36,94.02,42.74,51.28,95.25,47.08,48.16,93.87,93.15,71.31,21.84,95.33,79.78,15.56,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",98.38,97.04,33.62,63.42,97.86,33.76,64.1,100,99.66,48.66,51.01,99.62,32.82,66.79,100,100,".",100,100,16.67,83.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",98.13,".",".",".",".",".",".",".",".",".",".",".",".",94.5,54.82,39.68,97.46,39.62,57.84,95.94,52.99,42.95,99.14,51.4,47.74,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",98.37,98.28,40.52,57.76,99.78,42.89,56.9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"Fairfax County Public Schools",1200,"MARSHALL ROAD ELEM.","PK",6,100,78.69,65.57,13.11,83.54,60.76,22.78,92.98,84.75,38.98,45.76,88.41,37.68,50.72,100,94.64,48.21,46.43,92.96,33.8,59.15,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.83,88.89,25,63.89,82.02,38.2,43.82,88.52,81.94,56.94,25,74.07,39.51,34.57,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.83,89.47,42.11,47.37,83.33,50,33.33,94.74,88.52,31.15,57.38,90.77,30.77,60,".",".",".",".",".",".",".",81.01,59.49,21.52,82.61,39.13,43.48,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.83,85.96,42.11,43.86,88.46,52.56,35.9,93.33,85.94,71.88,14.06,79.73,64.86,14.86,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
