RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
144,MCLEANS GROCERY,72503,7869 RICHMOND ROAD,TOANO,VA,23168,UAB,1,N,HAMPTON,OFFER-IN-COMPROMISE,6/9/2009,08/14/09,," $ 1,500.00 ",,,,,
504,GOODFELLAS PASTA SEA AND GRILL,40357,5036 GEORGE WASHINGTON MEMORIAL HWY,WHITE MARCH,VA,23183,UAB,1,N,HAMPTON,OFFER-IN-COMPROMISE,10/16/2009,01/22/10,," $ 1,500.00 ",,,,,
835,7 ELEVEN STORE 2516 34066 H,50316,5166 GEORGE WASHINGTON MEM HWY,WHITE MARSH,VA,23183,UAB,1,Y,HAMPTON,OFFER-IN-COMPROMISE,2/4/2010,04/30/10,," $ 5,000.00 ",,,,,
253,CHILL OUT BAR LOUNGE GRILL,53026,6483 RICHMOND ROAD,WILLIAMSBURG,VA,23188,"KEPT MB NOT BEARING M.B. STAMPS, KEPT/ALLOWED UNAUTHORIZED AB; DEFRAUDED THE BOARD, CONVICTED OF LAW RE TO MFG/TRANS/POSS/USE/SALE OF A.B., FAILED TO KEEP RECORDS; CAUSE EXISTS- NOT A PERSON OF GOOD MORAL CHARACTER",6,N,HAMPTON,INITIAL HEARING,3/20/2009,10/05/09,,,,,Y,,REVOKED
336,NORGE SHELL,27594,7340 RICHMOND ROAD,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,9/16/2009,11/09/09,," $ 2,000.00 ",,,,,
796,LONGHORN STEAKHOUSE OF WILLIAMSBURG,44046,4970 MONTICELLO AVE STE 13,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/17/2010,04/28/10,," $ 2,000.00 ",,,,,
845,MONTICELLO SHELL,27554,4625 MONTICELLO AVE,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3//17/10,05/13/10,," $ 2,000.00 ",,,,,
850,7 ELEVEN STORE 2516 266407 H,39748,6658 RICHMOND RD,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/17/2010,05/20/10,," $ 2,000.00 ",,,,,
1,TOADS PLACE OF RICHMOND/HIGHWATER,47749,140 VIRGINIA STREET,RICHMOND,VA,23219,"ILLEGAL USE OR SALE OF CONTROLLED SUBSTANCES, QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)",2,N,RICHMOND,INITIAL HEARING,12/4/2008,07/02/09,30," $ 2,000.00 ",20,,,,
31,AMORE ROTISSERIE & GRILL,46244,1219 E MAIN STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/27/2009,07/17/09,25,,,,,,
115,CAFÉ RUSTICA ,50179,414 E MAIN STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/27/2009,08/05/09,," $ 2,000.00 ",,,,,
156,PERLYS DELI & RESTAURANT,39216,111 E GRACE STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/27/2009,08/20/09,25,,,,,,
284,SHEBA RESTAURANT AND LOUNGE,51993,9 N 17TH STREET,RICHMOND,VA,23219,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,CONSENT SETTLEMENT,7/1/2009,10/16/09,7,,,,,,
451,JOHNS MARKET,42624,1024 N 1ST STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/22/2009,01/04/10,," $ 2,000.00 ",,,,,
678,CROAKERS SPOT,45758,119 EAST LEIGH ST,RICHMOND,VA,23219,FINANCIAL RESPONSIBILITY,1,N,RICHMOND,INITIAL HEARING,1/1/2006,03/08/10,30,,30,24,,,
810,VELVET,9253,3 SOUTH 15TH STREET,RICHMOND,VA,23219,CONSUM. BY UNDERAGE; ALLOWED WINE TO BE  REMOVED FROM PREMISES; AFTER HOURS SALE/CONSUMPTION; MTG. PLACE OR RENDEZVOUS; CONVICTED FELON; ; UAB; CONSUMPTION BY INTOXICATED; LOITERING BY INTOX; & ALLOWED BEER TO BE REMOVED.,11,Y,RICHMOND,APPEAL HEARING,8/8/2008,5/5/2010,,,,,Y,,REVOKED
878,LEONE BREAKFAST BAR PIZZERIA & SPORTS BAR,54244,318 N 2ND ST,RICHMOND,VA,23219,CEASES TO QUALIFY,1,N,RICHMOND,INITIAL HEARING,10/1/2008,06/07/10,,,,,,Y,DISMISSED
928,CHA CHA'S CANTINA,39627,1419 E. CARY STREET,RICHMOND,VA,23219,QUALIFICATIONS- MB (GROSS RECEIPTS),1,Y,RICHMOND,OFFER-IN-COMPROMISE,9/30/2009,06/25/10,,"$3,500.00",,,,,
51,RACINE,39240,304 N ROBINSON STREET,RICHMOND,VA,23220,"QUALIFICATIONS TO RETAIN M.B. LICENSE-""RESTAURANT"" (RATIO PROVISION)",1,Y,RICHMOND,INITIAL HEARING,8/31/2008,07/21/09,15," $ 1,250.00 ",,,,,
114,SPORTS CENTER OF RICHMOND INC. T/A SCOR,45026,1405 OVERBROOK ROAD,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/27/2009,08/05/09,," $ 2,000.00 ",,,,,
177,THE BORDER CHOPHOUSE & BAR,33250,1501 W MAIN STREET,RICHMOND,VA,23220,ILLEGAL USE OR SALE OF CONTROLLED SUBSTANCE,1,N,RICHMOND,INITIAL HEARING,2/16/2008,08/28/09,60," $ 2,500.00 ",30,,,,
322,CARIBBEAN MINGLES,39384,15 W MAIN STREET,RICHMOND,VA,23220,FINANCIAL RESPONSIBILITY,1,N,RICHMOND,APPEAL HEARING,10/10/2008,11/04/09,,,,,Y,,REVOKED
424,MARTINI KITCHEN AND BUBBLE BAR,39542,1911 W MAIN STREET,RICHMOND,VA,23220,"QUALIFICATION TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION) (2 COUNTS), FAILED TO KEEP RECORDS (GENERAL), DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD (2 COUNTS), ",5,Y,RICHMOND,APPEAL HEARING,8/31/2008,12/21/09,30," $ 2,500.00 ",15,,,Y,"CH 1, 2(MB ONLY) & 4-CIVIL PENALTY, CH 2 (WB ONLY) & 3-DISMISSED"
450,FAST BREAK CONVENIENCE STORES,40823,1600 W BROAD STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/28/2009,01/04/10,," $ 2,000.00 ",,,,,
555,MARSHALLS ON MARSHALL CAFÉ,40701,"23 W MARSHALL STREET, STE A",RIHCMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/6/2009,02/08/10,," $ 2,000.00 ",,,,,
620,LITTLE MEXICO,49563,1324 W CARY STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/10/2009,02/24/10,," $ 2,000.00 ",,,,,
649,SIX BURNER,32545,1627 W MAIN STREET,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,12/9/2009,03/01/10,," $ 1,500.00 ",,,,,
666,CARY ST MINI MART,62257,1317 WEST CARY ST,RICHMOND,VA,23220,COVICTED OF FELONY,1,N,RICHMOND,INITIAL HEARING,4/18/2009,03/02/10,,,,,,,APPLICATION- LICENSE GRANTED_PROCEEDINGS TERMINATED
701,HOME TEAM GRILL,46332,1630 W MAIN ST,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,1/28/2010,03/17/10,," $ 2,000.00 ",,,,,
705,SI ,48110,214 N LOMBARDY STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,1/28/2010,03/18/10,," $ 2,000.00 ",,,,,
877,RACINE,39240,304 NORTH ROBINSON ST,RICHMOND,VA,23220,GROSS RECEIPTS,1,Y,RICHMOND,INITIAL HEARING,9/1/2008,06/07/10,20," $ 1,500.00 ",10,,,,
929,BAMBOO CAFE,57625,1 S. MULBERRY STREET,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,1/28/2010,06/25/10,," $ 5,000.00 ",,,,,
193,MOSHI MOSHI,48822,3321 W CARY STREET,RICHMOND,VA,23221,"SALE OF A.B. TO AN INTOX PERSON, LOITERING-INTOX PERSON",2,N,RICHMOND,INITIAL HEARING,1/22/2009,08/31/09,,,,,,Y,DISMISSED
373,WEEZIES KITCHEN,46393,3123 W CARY STREET,RICHMOND,VA,23221,ALLOWED REMOVAL OF BEER SOLD FOR ON PREMISES CONSUMPTION,1,N,RICHMOND,CONSENT SETTLEMENT,9/24/2009,11/24/09,, $ 500.00 ,,,,,
317,SANDYS RESTAURANT & LOUNGE,44323,2424 NORTH AVENUE,RICHMOND,VA,23222,"QUALIFICATION TO RETAIN MB LICENSE-""RESTAURANT"", QUALIFICATIONS TO RETAIN WINE AND BEER LICENSE-""RESTAURANT""",2,N,RICHMOND,APPEAL HEARING,10/31/2008,11/04/09,7, $ 500.00 ,,,Y,,"CH 1-PENALTY, CH 2-REVOKED"
508,GLENNS FRIENDS,48675,1509 CHAMBERLAYNE AVENUE,RICHMOND,VA,23222,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT"", QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)",2,N,RICHMOND,INITIAL HEARING,4/30/2009,01/22/10,15," $ 1,000.00 ",7,,,Y,"CH 1-DISMISSED, CH 2-CIVIL PENALTY"
20,FAS MART #55,33671,2600 E MAIN STREET,RICHMOND,VA,23223,DESIGNATED MANAGER NOT ON DUTY,1,N,RICHMOND,CONSENT SETTLEMENT,4/30/2009,07/06/09,, $ 500.00 ,,,,,
213,PEARL RESTAURANT LOUNGE AND MARTINI BAR,27476,1713 E MAIN STREET,RICHMOND,VA,23223,FINANCIAL RESPONSIBILITY,1,N,RICHMOND,INITIAL HEARING,12/31/2008,09/04/09,,,,,,Y,
377,321 SUPPER CLUB,73908,1708 E MAIN STREET,RICHMOND,VA,23223,"QUALIFICATIONS MB LICENSE-""RESTAURANT"" AND RATIO PROVISION; PURCHASED WINE OR BEER OTHER THAN FROM WHOLESALER, FAILED TO SUBMIT ACCURATE ANNUAL REVIEW REPORT, FAILED TO KEEP ROCRDOS 9GENERAL), DEFRAUD OR ATTEMPTED TO DEFRAUD THE BOARD",7,Y,RICHMOND,INITIAL HEARING,4/30/2007,12/01/09,,,,,Y,,REVOKED
399,TIKI BOBS CANTINA,19979,110 N 18TH STREET,RICHMOND,VA,23223,CONSUMPTION OF A.B. BY A PERSON LESS THAN 21 YOA,1,N,RICHMOND,OFFER-IN-COMPROMISE,7/16/2009,12/08/09,," $ 2,000.00 ",,,,,
402,UPPYS XXIII,29343,1701 E BROAD STREET,RICHMOND,VA,23223,UAB,1,Y,RICHMOND,INITIAL HEARING,6/18/2009,12/08/09,30," $ 3,000.00 ",10,,,,
519,QUE PASA,49359,623 N 25TH STREET,RICHMOND,VA,23223,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""",1,N,RICHMOND,INITIAL HEARING,4/30/2009,01/20/10,,,,,,Y,DISMISSED
606,360 EXPRESS MART & DELI,61598,1912 MECHANICSVILLE TNPKE,RICHMOND,VA,23223,FAILED TO HAVE DESIGNATED MANAGER,1,N,RICHMOND,CONSENT SETTLEMENT,12/2/2009,02/18/10,, $ 500.00 ,,,,,
674,SENSI,39433,222 EAST CARY ST,RICHMOND,VA,23223,UAB,1,N,RICHMOND,INITIAL HEARING,6/18/2009,03/03/10,,,,,,Y,DISMISSED
750,BLACK TIE SOCIAL CLUB,11304,2825 NINE MILE ROAD,RICHMOND,VA,23223,KEPT OR ALLOWED TO BE KEPT ,1,N,RICHMOND,OFFER-IN-COMPROMISE,7/17/2009,04/08/10,, $ 250.00 ,10,,,,
485,US ARMED FORCES & VIETNAM VETS CLUB,45913,1315 HULL STREET,RICHMOND,VA,23224,NON-MEMEBERS PATRONIZING PREMISES,1,Y,RICHMOND,INITIAL HEARING,5/31/2009,01/13/10,30," $ 2,500.00 ",15,,,,
676,MR CHICKEN,62227,3020 BROAD ROCK BLVD,RICHMOND,VA,23224,SO LOCATED INTERFERE W/ NORMAL ORDERLY CONDUCT,1,N,RICHMOND,INITIAL HEARING,8/19/2009,03/03/10,,,,,,,APPLICATION GRANTED
123,THE STRATFORD GRILL,32808,2805 HATHAWAY ROAD,RICHMOND,VA,23225,"QUALIFICATIONS O RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION), FAILED TO SUBMIT ANNUAL REVIEW REPORT",2,Y,RICHMOND,INITIAL HEARING,3/6/2009,08/11/09,15," $ 1,500.00 ",,,,,
218,48 HOURS,73670,5091 FOREST HILL AVENUE,RICHMOND,VA,23225,UAB,1,Y,RICHMOND,INITIAL HEARING,2/26/2009,09/04/09,30," $ 3,000.00 ",10,,,,
326,BRICK OVEN PIZZA,39438,2557 SHEILA LANE,RICHMOND,VA,23225,UAB,1,Y,RICHMOND,INITIAL HEARING,3/24/2009,11/05/09,30," $ 3,000.00 ",10,,,,
332,D & H FOOD MART,72400,5816 MIDLOTHIAN TPKE,RICHMOND,VA,23225,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/23/2009,01/09/10,," $ 2,000.00 ",,,,,
351,QUISQUEYA RESTAURANT & NIGHT CLUB,41727,6346 MIDLOTHIAN TPKE,RICHMOND,VA,23225,"PURCHASE OF A.B. FROM THE BOARD EXCEPT FOR CASH, FAILED TO SUBMIT ANNUAL REVIEW REPORT",2,Y,RICHMOND,INITIAL HEARING,2/28/2009,11/13/09,7," $ 1,000.00 ",,,,,
425,SK MINI MART,8989,3406 FOREST HILL AVENUE,RICHMOND,VA,23225,FAILED TO COMPLY WITH CONDITION OR RESTRICTION OF LICENSE,1,N,RICHMOND,INITIAL HEARING,6/23/2009,12/22/09,,,,,,,WRITTEN WARNING
431,ISLAND VENTURE RESTAURANT & LOUNGE,2661,3410 SEMMES AVENUE,RICHMOND,VA,23225,UAB,1,Y,RICHMOND,APPEAL HEARING,3/24/2009,12/22/09,30," $ 3,000.00 ",10,,,,
563,7-ELEVEN STORE 2515,32811,121 TURNER ROAD,RICHMOND,VA,23225,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/24/2009,02/08/10,," $ 2,000.00 ",,,,,
610,ASADOS LOS CATRAEHOS,56397,"6856 MIDLOTHIAN TNPK, STE 112",RICHMOND,VA,23225,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/11/2009,02/18/10,," $ 2,000.00 ",,,,,
619,EL SONSONATECO RESTAURANT,47852,6856 MIDLOTHIAN TNPK,RICHMOND,VA,23225,UAB AND FAILED TO HAVE DESIGNATED MANAGER,2,N,RICHMOND,CONSENT SETTLEMENT,12/11/2009,02/24/10,," $ 2,500.00 ",,,,,
662,THAI MAMA,40316,6790 FOREST HILL AVE,RICHMOND,VA,23225,"FAIL TO KEEP COMPLETE, ACCURATE, SEPARATE RECORDS",1,N,RICHMOND,INITIAL HEARING,6/12/2009,03/02/10,,,,,,,
780,PHILLIPS CENTENTIAL LOUNGE,27874,5704 GROVE AVE,RICHMOND,VA,23226,CONSUMPTION OF AB BY EMPLOYEE,1,N,RICHMOND,CONSENT SETTLEMENT,2/12/2010,04/16/10,,$500.00 ,,,,,
212,ROYAL MART 10,46610,805 E PARHAM ROAD,RICHMOND,VA,23227,UAB,1,N,RICHMOND,INITIAL HEARING,10/24/2008,09/04/09,,,,,,Y,DISMISSED
754,SHENANIGANS EATERY & PUB,8215,4017 MACARTHUR AVE,RICHMOND,VA,23227,FINANCIAL RESPONSIBILITY,1,N,RICHMOND,INITIAL HEARING,7/1/2008,04/08/10,,,,24,,,
105,MERRIWEATHER GODSEY AT LEWIS GINTER BOTANICAL GARDEN,36234,1800 LAKESIDE AVENUE,RICHMOND,VA,23228,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/11/2009,08/05/09,," $ 2,000.00 ",,,,,
344,EAST COAST,55222,5301 LAKESIDE AVENUE,RICHMOND,VA,23228,MISREPRESENTED A MATERIAL FACT IN APPLYING FOR LICENSE,1,N,RICHMOND,INITIAL HEARING,9/15/2008,11/13/09,,,,12,,,APPLICATION GRANTED WITH 12 MONTH PROBATION
470,7 ELEVEN STORE 2515 26115 H,39406,8401 STAPLES MILL ROAD,RICHMOND,VA,23228,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/31/2009,01/04/10,," $ 2,000.00 ",,,,,
702,LA CEIBA RESTAURANT,34808,3112A NORTHSIDE AVE,RICHMOND,VA,23228,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/3/2010,03/17/10,," $ 2,000.00 ",,,,,
922,"BROWN DISTRIBUTING CO., INC.",50086,7986 VILLA PARK DRIVE,RICHMOND,VA,23228,SOLD BEER EXCEPT FOR CASH PAID,1,N,RICHMOND,OFFER-IN-COMPROMISE,1/22/2010,06/25/10,, $ 250.00 ,,,,,
134,MELITOS,47640,8815 THREE CHOPT ROAD,RICHMOND,VA,23229,UAB,1,N,RICHMOND,INITIAL HEARING,12/15/2008,08/14/09,15," $ 1,500.00 ",,,,,
432,LUCKYS,41053,9911 THREE CHOPT ROAD,RICHMOND,VA,23229,UAB,1,Y,RICHMOND,INITIAL HEARING,6/8/2009,12/22/09,30," $ 3,000.00 ",10,,,,
765,CORKS & KEGS,48896,"7110 PATTERSON AVE, STE A",RICHMOND,VA,23229,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/2/2010,04/12/10,," $ 2,000.00 ",,,,,
858,QUIOCCASIN AUTO CLINIC,39143,9230 QUIOCCASIN RD,RICHMOND,VA,23229,UAB,1,Y,RICHMOND,INITIAL HEARING,2/2/2010,05/21/10,30," $ 3,000.00 ",10,,,,
256,COLONIAL DOWNS FOOD & BEVERAGE,32694,4700 W BROAD STREET,RICHMOND,VA,23230,UAB,1,Y,RICHMOND,APPEAL HEARING,1/15/2009,10/05/09,30," $ 3,000.00 ",,,,,
664,HENRICO CHUBBYS,42137,6016 WEST BROAD STREET,RICHMOND,VA,23230,UAB,1,Y,RICHMOND,INITIAL HEARING,6/8/2009,03/02/10,,,,,,Y,DISMISSED
688,THE WESTIN RICHMOND,53461,6631 W BROAD ST,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/2/2010,03/12/10,," $ 2,000.00 ",,,,,
720,RICHMOND VOLLEYBALL CLUB,55307,1907 WESTMORELAND STREET,RICHMOND,VA,23230,STORED AB IN UNAUTHORIZED PLACE,1,N,RICHMOND,OFFER-IN-COMPROMISE,1/22/2010,03/26/10,7, $ 500.00 ,,,,,
214,CHINA KING CHINESE RESTAURANT,12900,4362 S LABURNUM AVENUE,RICHMOND,VA,23231,LICENSE NOT POSTED,1,N,RICHMOND,INITIAL HEARING,3/10/2009,09/04/09,7, $ 250.00 ,,,,,
699,CHECKERED FLAG RESTAURANT & LOUNGE INC,25215,4106 WILLIAMSBURG ROAD,RICHMOND,VA,23231,GROSS RECEIPTS,1,N,RICHMOND,OFFER-IN-COMPROMISE,8/1/2008,03/18/10,, $ 500.00 ,,,,,
320,MALABAR INDIAN CUISINE,27054,3456 LAUDERDALE DRIVE,RICHMOND,VA,23233,DESIGNATED MANAGER NOT ON DUTY,1,N,RICHMOND,OFFER-IN-COMPROMISE,8/19/2009,11/04/09,7,,,,,,
438,BAR LOUIE,43113,11788 W BROAD STREET,RICHMOND,VA,23233,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTARANT""-(RATIO PRVISION)",1,N,RICHMOND,CONSENT SETTLEMENT,8/31/2009,01/04/10,," $ 1,000.00 ",,,,,
461,KENJI HIBACHI AND SUSHI BAR,54432,"11740 W BROAD STREET, STE 102B",RICHMOND,VA,23233,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/6/2009,01/04/10,," $ 2,000.00 ",,,,,
534,FIREBIRDS ROCKY MOUNTAIN GRILL,27979,"11800 W BROAD STREET, STE 1068",RICHMOND,VA,23233,UAB,1,N,RICHMOND,OFFER-IN-COMPROMISE,11/6/2009,02/01/10,25," $ 2,000.00 ",,,,,
552,SEIBERTS GASKINS ROAD CONVENIENCE STORE,58400,3830 GASKINS ROAD,RICHMOND,VA,23233,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/6/2009,02/04/10,," $ 2,000.00 ",,,,,
654,TGI FRIDAYS,19146,11600 W BROAD STREET,RICHMOND,VA,23233,"MEETING PLACE RENDEZVOUS DRUGS, ILLEGALLY POSSESSED DRUGS",2,N,RICHMOND,OFFER-IN-COMPROMISE,1/16/2008,03/01/10,0," $ 2,000.00 ",,,,,
135,OLOCUILTA RESTAURANT & NIGHT CLUB,51108,3001 JEFFERSON DAVIS HWY,RICHMOND,VA,23234,"QUALIFICATION TO RETAIN MB LICENSE-""RESTAURANT""",1,N,RICHMOND,INITIAL HEARING,2/28/2009,08/14/09,7, $ 250.00 ,,,,,
607,EL TROPICABANA LLC,47038,4900 JEFFERSON DAVIS HWY,RICHMOND,VA,23234,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/6/2009,02/18/10,," $ 2,000.00 ",,,,,
124,MI HACIENDA,77331,8250 MIDLOTHIAN TPKE,RICHMOND,VA,23235,UAB,1,Y,RICHMOND,INITIAL HEARING,2/26/2009,08/11/09,30," $ 3,000.00 ",10,,,,
138,DON JOSE,43441,7148 HULL STREET ROAD,RICHMOND,VA,23235,"DESIGNATED MANAGER NOT POSTED, FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION ",2,N,RICHMOND,INITIAL HEARING,12/23/2008,08/14/09,7," $ 1,000.00 ",,,,,"CH 1-7/$500, CH 2-7/$500"
227,SINO AMERICAN CAFÉ,11667,8701 MIDLOTHIAN TPKE,RICHMOND,VA,23235,"UAB, FAILED TO COMPLY WITH CONDITIONS OR RESTRICTIONS OF LICENSE",2,Y,RICHMOND,INITIAL HEARING,3/24/2009,09/09/09,25," $ 2,000.00 ",,,,Y,"CH 1-CIVIL PENALTY, CH 2-DISMISSED"
679,BRANCHWAY SHELL,49316,11441 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23235,UAB,1,Y,RICHMOND,INITIAL HEARING,8/20/2009,03/08/10,30," $ 3,000.00 ",10,,,,
775,CENTER COURT CAFÉ ,60231,10800 CENTER VIEW DR,RICHMOND,VA,23235,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,3/3/2010,04/14/10,," $ 2,000.00 ",,,,,
905,DON JOSE,43441,7148 HULL STREET RD,RICHMOND,VA,23235,MBAR,1,Y,RICHMOND,INITIAL HEARING,10/1/2008,06/14/10,10," $ 1,000.00 ",,,,,
907,BRANCHWAY SHELL,63975,11441 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23235,CONVICTED OF VIOLATION; MISREPRESENTED MATERIAL FACT,2,N,RICHMOND,INITIAL HEARING,2/11/2010,06/14/10,,,,18,,,APPLICATION GRANTED
913,TARGET STORE T 1041,45176,11301 MIDLOTHIAN TPKE,RICHMOND,VA,23235,UAB TO 2 PERSONS,1,N,RICHMOND,CONSENT SETTLEMENT,4/6/2010,06/11/10,," $ 2,000.00 ",,,,,
924,AMOCO,73777,8001 MIDLOTHIAN TPKE,RICHMOND,VA,23235,UAB,1,N,RICHMOND,OFFER-IN-COMPROMISE,5/5/2010,06/24/10,," $ 1,000.00 ",,,,,
930,UPPY'S XIV,29345,2708 BUFORD ROAD,RICHMOND,VA,23235,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,5/10/2010,06/25/10,," $ 5,000.00 ",3,,,,
142,RITE AID #11249,77103,1104 COURTHOUSE ROAD,RICHMOND,VA,23236,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,5/14/2009,08/14/09,," $ 5,000.00 ",3,,,,
739,SHEETZ #338,25805,20 S PROVIDENCE RD,RICHMOND,VA,23236,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/9/2010,04/05/10,," $ 2,000.00 ",,,,,
854,DONA BLANCA LATINO MINI MARKET,55998,9621 JEFFERSON DAVIS HWY,RICHMOND,VA,23237,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,3/3/2010,05/21/10,25,,,,,,
62,KABUTO JAPANESE HOUSE OF STEAKS,25511,8052 W BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/18/2009,07/29/09,," $ 2,000.00 ",,,,,
160,DON PAPA GRANDE MEXICAN RESTAURANT,29447,"8900 W BROAD STREET, STE A",RICHMOND,VA,23294,UAB,1,N,RICHMOND,OFFER-IN-COMPROMISE,2/9/2009,08/20/09,," $ 4,500.00 ",3,,,,
215,UPPYS XXXIX,39868,8208 W BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,INITIAL HEARING,11/30/2008,09/04/09,25," $ 2,000.00 ",,,,,
542,EUROPEAN DELI,16841,9026 NW BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/8/2009,02/04/10,25,,,,,,
570,SAKURA JAPANESE STEAKHOUSE,19224,9008 W BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/16/2009,02/08/10,," $ 2,000.00 ",,,,,
639,NICKS ROMAN TERRACE,20818,8051A W BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/16/2009,02/24/10,," $ 2,000.00 ",,,,,
708,FAST STOP #2,39712,36154 LANKFORD HWY,BELLE HAVEN,VA,23306,UAB,1,N,CHESAPEAKE,INITIAL HEARING,8/8/2009,03/19/10,30," $ 3,000.00 ",,,,,
192,THE CHESAPEAKE,15303,307 MASON AVENUE,CAPE CHARLES,VA,23310,"QUALIFICATIONS TO RETAIN MB LICENSE -""RESTAURANT"", QUALIFICATIONS TO RETAIN WINE AND BEER LICENSE -""RESTAURANT""",2,Y,CHESAPEAKE,INITIAL HEARING,10/31/2008,08/31/09,15, $ 750.00 ,,,,Y,"CHARGE 1-DISMISSED, CHARGE 2-CIVIL PENALTY"
195,ROCK N ROBINS FAMILY RESTAURANT & PUB,39293,22512 LANKFORD HWY,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/12/2009,09/01/09,," $ 2,000.00 ",,,,,
375,SUNSET BEACH RESORT & HOTEL,6603,32246 LANKFORD HWY,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,6/19/2009,11/24/09,15,,,,,,
633,SHORE TREASURES,53849,425 MASON AVENUE,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/4/2009,02/24/10,25,,,,,,
583,PIKE RESTAURANT,29051,6531 B LITTLE RIVER TNPK,ALEXANDRIA,VA,23312,FAILURE TO SUBMIT MBAR,1,Y,ALEXANDRIA,INITIAL HEARING,1/31/2009,02/03/10,7, $ 500.00 ,,,,, 
180,KMART #3471,1525,2001 S MILITARY HWY,CHESAPEAKE,VA,23320,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,12/7/2008,08/28/09,30," $ 3,000.00 ",10,,,,
