RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
602,TIGER MARKET,4155,200 W HILL ST,RICHMOND,VA,23220,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,RICHMOND,INITIAL HEARING,5/11/2012,N,1/17/2013,3/12/2013,4/9/2013,5/13/2013,15," $ 1,000.00 ",5,,,,,,,,,,,,,,
658,MARTINI KITCHEN AND BUBBLE BAR,39542,1911 W MAIN ST,RICHMOND,VA,23220,GROSS RECEIPTS OF FOOD AND NONALCOHOLIC VEVERAGES < 45% OF GROSS RECEIPTS FROM MIXED BEVERAGES AND FOOD,1,Y,RICHMOND,INITIAL HEARING,8/31/2012,Y,2/6/2013,4/25/2013,5/1/2013,6/5/2013,,,,,,Y,,,,,,,,,,,
668,SKYY RESTAURANT AND JAZZ PALACE,46745,4 WEST BROAD STREET,RICHMOND,VA,23220,LICENSEE PERMITTED THE CONSUMPTION OF ALCOHOLIC BEVERAGES UPON THE LICENSED PREMISES BETWEEN 2:00 A.M. AND 6:00 A.M.,1,N,RICHMOND,APPEAL HEARING,11/10/2012,Y,12/12/2012,3/12/2013,4/25/2013,6/13/2013,15,"$1,000.00",7,,,,,,,,,,,,,,
671,FW SULLIVANS,62520,2401 WEST MAIN ST,RICHMOND,VA,23220,ALLOWED CONSUMPTION BY INTOXICATED PERSON,1,N,RICHMOND,INITIAL HEARING,2/1/2013,N,2/27/2013,4/9/2013,5/13/2013,6/13/2013,,,,,,Y,,,,,,,,,,,
686,EMPIRE,32688,727 W BROAD STREET,RICHMOND,VA,23220,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING DECEMBER 31, 2012.",1,N,RICHMOND,CONSENT SETTLEMENT,2/1/2013,N,4/17/2013,,,6/24/2013,, $ 500.00 ,,,,,,,,,,,,,,,
62,EXXON FOOD MART,67211,2607 CHAMBERLAYNE AVE,RICHMOND,VA,23222,SITUATED WITH RESPECT TO A RESIDENTIAL AREA THAT OPERATION WILL ADVERSELY AFFECT REAL PROPERTY VALUES; SO LOCATED RELATING TO PEACE AND GOOD ORDER,2,N,RICHMOND,INITIAL HEARING,3/27/2012,N,3/28/2012,5/7/2012,6/21/2012,7/24/2012,,,,12,,,APPLICATION LICENSE GRANTED WITH PROBATION,,,,,,,,,,
275,CHAMBERLAYNE SHELL,36550,2021 CHAMBERLAYNE AVE.,RICHMOND,VA,23222,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/19/2012,N,10/9/2012,,,11/19/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
648,NORTHSIDE FOODLAND,56597,2919 NORTH STREET,RICHMOND,VA,23222,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/4/2013,N,5/2/2013,,,6/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
672,OUTER CITY LOUNGE,67489,2030 CHAMBERLAYNE AVE,RICHMOND,VA,23222,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,1,N,RICHMOND,INITIAL HEARING,11/30/2012,Y,2/6/2013,4/25/2013,5/14/2013,6/17/2013,,,,,,Y,,,,,,,,,,,
673,OUTER CITY LOUNGE,67489,2030 CHAMBERLAYNE AVE,RICHMOND,VA,23222,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,1,Y,RICHMOND,INITIAL HEARING,12/14/2012,Y,2/6/2013,4/25/2013,5/14/2013,6/17/2013,,,,,,,APPLICATION - LICENSE GRANTED,,,,,,,,,,
50,MOFAUZY'S LOUNGE,63499,1814 EAST MAIN STREET,RICHMOND,VA,23223,"ILLEGALLY POSSESSED, DISTRIBUTED SOLD, OR USED OR KNOWLINGLY ALLOWED AN EMPLOYEE, AGENT, OR OTHER PERSON TO ILLEGALLY POSSESS, DISTRIBUTE, SELL OR USE MARIJUANA OR OTHER CONTROLLED SUBSTANCES, IMITATION CONTROLLED SUBSTANCES, DRUG PARAPHERNALIA UPON THE LICENSED PREMISES",1,N,RICHMOND,APPEAL HEARING,11/6/2011,Y,12/12/2011,4/6/2012,5/23/2012,7/12/2012,,,,,,,REMANDED TO H.O. FOR HEARING,,,,,,,,,,
63,TONY'S MARKET,48557,"3714 MECHANICSVILLE TNPK, STE A",RICHMOND,VA,23223,UAB,1,Y,RICHMOND,INITIAL HEARING,3/7/2012,N,3/28/2012,5/3/2012,6/20/2012,7/24/2012,25," $ 2,500.00 ",5,,,,,,,,,,,,,,
381,OCEAN MARKET,72975,2438 VENABLE STREET,RICHMOND,VA,23223,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/4/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
415,POSH,27476,1713 E MAIN ST,RICHMOND,VA,23223,"LICENSEE DOES NOT CONFORM TO REQUIREMENTS OF GOVERNING BODY OF RICHMOND CITY WITH RESPECT TO SANITATION, HEALTH, CONSTRUCTION OR EQUIPMENT",1,N,RICHMOND,INITIAL HEARING,6/16/2012,Y,8/16/2012,10/11/2012,11/28/2012,1/11/2013,10," $ 1,000.00 ",,,,,,,,,,,,,,,
453,25TH STREET DELI,80563,1009 25TH ST,RICHMOND,VA,23223,SO LOCATED WITH RESPECT TO A RESIDENTIAL AREA THAT OPERATION WILL ADVERSELY AFFECT REAL PROPERTY VALUES OR INTERFERE WITH USUAL QUIETUDE AND TRANQUILITY; SO LOCATED THAT VIOLATIONS OF THE ABC ACT OR OTHER LAWS RELATING TO PEACE AND GOOD ORDER WOULD RESULT; NUMBER OF LICENSES EXISTENT THAT GRANTING OF LICENSE DETRIMENTAL TO PUBLIC,3,N,RICHMOND,INITIAL HEARING,8/30/2012,Y,9/5/2012,11/28/2012,12/20/2012,1/24/2013,,,,,,,APLICATION REFUSED,,,,,,,,,,
667,ISLAND BISTRO BAR & GRILL,79588,1726 E MAIN STREET,RICHMOND,VA,23223,UAB; LICENSEE ALLOWED BEER DISPENSED FOR ON PREMISES CONSUMPTION TO BE REMOVED FROM AUTHORIZED AREAS UPON LICENSED PREMISES,1,N,RICHMOND,CONSENT SETTLEMENT,3/16/2013,N,3/22/2013,,,6/13/2013,25,,,,,,,,,,,,,,,,
361,B & S FOOD MART,7181,3610 E BROAD ROCK RD.,RICHMOND,VA,23224,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/31/2012,N,12/4/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
433,EL QUETZAL REST,42644,2615 BROAD ROCK BLVD.,RICHMOND,VA,23224,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/9/2012,N,12/10/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
515,TURNER ROAD MILLER MART,39626,2910 TURNER RD,RICHMOND,VA,23224,UAB,1,Y,RICHMOND,INITIAL HEARING,10/31/2012,N,12/5/2012,1/16/2013,2/6/2013,3/18/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
519,JIMMY'S CONVENIENCE LLC,78881,3204 HULL ST ,RICHMOND,VA,23224,UAB,1,N,RICHMOND,INITIAL HEARING,10/31/2012,N,12/17/2012,2/7/2013,2/19/2013,3/22/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
568,EL QUETZAL REST,42644,2615 BROAD ROCK BLVD.,RICHMOND,VA,23224,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,1,N,RICHMOND,INITIAL HEARING,6/30/2012,N,12/27/2012,2/7/2013,3/8/2013,4/15/2013,,,,,,,ISSUED WRITTEN WARNING,,,,,,,,,,
123,S&K MINI MART,62099,3406 FOREST HILL AVE,RICHMOND,VA,23225,UAB,1,N,RICHMOND,INITIAL HEARING,4/30/2012,N,5/31/2012,7/10/2012,8/1/2012,9/6/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
358,ILLUSIONS NIGHT CLUB,80307,6346 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/7/2012,N,11/28/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
408,ARCO IRIS LATINO MARKET INC,19209,6445 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/7/2012,N,12/7/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
590,ISLAND VENTURE RESTAURANT & LOUNGE,2661,3410 SEMMES AVE,RICHMOND,VA,23225,"CEASES TO QUALIFY AS A RESTAURANT X3; FAIL TO SUBMIT MBAR;; FAIL TO TIMELY SUBMIT MBAR; NUMBER OF SEATS AT COUNTER IN DESIGNATED AREAS EXCEEDS # QUALIFYING SEATS IN DINING AREAS; FINANCIAL RESPONSIBILITY; KEPT OR ALLOWED TO BE KEPT UNAUTHORIZED AB; FAIL TO KEEP COMPLETE, ACCURATE, SEPARATE RECORDS; NOT LEGITIMATE OWNER; FAIL TO OBLITERATE MB STAMPS; KEPT AB NOT AUTHORIZED TO SELL AND KEEP; REFILLED BOTTLES OR CONTAINERS; FAIL TO COMPLY WITH A CONDTION OF THE LICENSE; CAUSE EXISTS FOR WHICH THE BOARD WOULD ENTITLED TO REFUSE LICENSE",15,Y,RICHMOND,INITIAL HEARING,12/11/2012,Y,12/19/2012,1/23/2013,3/27/2013,4/30/2013,,,,,Y,,,,,,,,,,,,
241,7 ELEVEN STORE 34552-H,66033,5618 PATTERSON AVENUE,RICHMOND,VA,23226,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/17/2012,N,10/3/2012,,,10/25/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
281,7 ELEVEN STORE 11095-A,79426,6310 HORSEPEN ROAD,RICHMOND,VA,23226,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/20/2012,N,10/5/2012,,,11/26/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
625,YUM YUM GOOD CHINESE RESTAURANT,57943,5612 PATTERSON AVENUE,RICHMOND,VA,23226,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/3/2013,N,5/2/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
92,CATERING BY JILL,56105,8572 SANFORD DR,RICHMOND,VA,23228,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,2/1/2012,N,5/4/2012,5/21/2012,7/3/2012,8/14/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
574,ANTHONY & GEORGE'S STEAKHOUSE,59348,7505 STAPLES MILL ROAD,RICHMOND,VA,23228,UAB,1,Y,RICHMOND,APPEAL HEARING,9/20/2012,N,11/28/2012,1/14/2013,2/6/2013,4/18/2013,5," $ 1,500.00 ",,,,,,,,,,,,,,,
682,WAWA FOOD MARKET #682,16276,8833 - 8835 STAPLES MILL ROAD,RICHMOND,VA,23228,SOLD ALCOHOLIC BEVERAGES FOR CONSUMPTION OFF THE LICENSED PREMISES BETWEEN THE HOURS OF 12:00 MIDNIGHT AND 6:00 AM,1,Y,RICHMOND,CONSENT SETTLEMENT,5/11/2013,N,6/5/2013,,,6/24/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
58,TEXAS DE BRAZIL,43320,1404 N PARHAM BLVD.,RICHMOND,VA,23229,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/14/2012,N,7/11/2012,,,7/27/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
247,TOPEKAS OF RICHMOND,22131,1776 N PARHAM ROAD,RICHMOND,VA,23229,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/20/2012,N,10/3/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
139,WILLOW LAWN EXXON,70714,4900 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/15/2012,N,8/6/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
382,SU CASA,45979,4013 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/7/2012,,,1/8/2013,25,,,,,,,,,,,,,,,,
626,QUICK N EASY,27741,4105 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/3/2013,N,5/2/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
669,JOY GARDEN RESTAURANT,34264,2918 WEST BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,APPEAL HEARING,11/14/2012,N,1/17/2013,3/16/2013,4/19/2013,6/13/2013,," $ 1,000.00 ",,,,,RSVP TRAINING WITHIN 12 MOS. OF BD. ORDER,,,,,,,,,,
276,GRAB N GO CONVENIENCE STORE,46199,1581 DARBYTOWN ROAD,RICHMOND,VA,23231,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,8/20/2012,n,10/9/2012,,,11/19/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
331,CHUBBYS AMOCO,46771,1130 NEW MARKET ROAD,RICHMOND,VA,23231,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/13/2012,N,11/29/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
48,BAR LOUIE RICHMOND,64851,11788 W BROAD STREET,RICHMOND,VA,23233,LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR,1,N,RICHMOND,CONSENT SETTLEMENT,6/7/2012,N,7/2/2012,,,7/20/2012,, $ 500.00 ,,,,,,,,,,,,,,,
98,BAKERS CRUST CAFÉ,27683,"11800 W BROAD STREET, SUITE 1102",RICHMOND,VA,23233,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/26/2012,N,8/6/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
540,BAR LOUIE RICHMOND,64851,11788 W BROAD STREET,RICHMOND,VA,23233,"LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR, LICENSEE CONDUCTED HAPPY HOUR CONTRARY TO RULES AND REGULATIONS OF THE BOARD",1,Y,RICHMOND,CONSENT SETTLEMENT,12/19/2012,N,1/30/2013,,,4/2/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
547,VA601 SHELL CORNER MART,33463,4050 SPRING OAK DRIVE,RICHMOND,VA,23233,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/8/2013,N,3/4/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
612,BAKERS CRUST CAFÉ,27683,"11800 W BROAD STREET, STE 1102",RICHMOND,VA,23233,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,2/12/2013,Y,2/26/2013,,,5/15/2013,," $ 6,000.00 ",,,,,,,,,,,,,,,
73,SPORTING NEWS GRILL,62802,4303 COMMERCE ROAD,RICHMOND,VA,23234,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/16/2012,N,5/14/2012,,,8/6/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
151,OLOCUILTA RESTAURANT & NIGHT CLUB,51108,3001 JEFFERSON DAVIS HWY,RICHMOND,VA,23234,ESTABLISHMENT CEASES TO QUALIFY AS RESTAURANT,1,N,RICHMOND,INITIAL HEARING,2/29/2012,N,5/14/2012,6/11/2012,8/16/2012,9/19/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
481,PLANET CHEVERISIMO,49769,4707 WALMSLEY BLVD,RICHMOND,VA,23234,"PURCHASED WINE/BEER FROM OTHER THAN MANUFACTURER, BOTTLER, WHOLESALER; KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL; REFILLED BOTTLES OF ALCOHOLIC BEVERAGES; FAIL TO OBLITERATE MB STAMPS",4,N,RICHMOND,INITIAL HEARING,12/31/2011,Y,8/21/2012,11/26/2012,1/15/2013,2/19/2013,10," $ 1,000.00 ",5,,,,,,,,,,,,,,
555,MI RANCHITO LATINO,79233,4003 JEFFERSON DAVIS HWY,RICHMOND,VA,23234,CHARACTERISTICS OF FOOD BUSINESS SUCH THAT ESTABLISHMENT FAILS TO QUALIFY AS A RESTAURANT,1,N,RICHMOND,INITIAL HEARING,1/11/2013,N,1/11/2013,2/6/2013,2/25/2013,4/10/2013,,,,,,,APPLICATION - LICENSE REFUSED,,,,,,,,,,
670,MI RANCHITO LATINO,79233,4003 JEFFERSON DAVIS HWY,RICHMOND,VA,23234,"KEPT ALCOHOLIC BEVERAGES LICENSEE NOT AUTHORIZED TO SELL AND KEEP; FAIL TO KEEP COMPLETE, ACCURATE, SEPARATE RECORDS",2,N,RICHMOND,INITIAL HEARING,1/11/2013,Y,1/25/2013,4/9/2013,5/13/2013,6/13/2013,10," $ 1,000.00 ",,,Y,,CHG 1 PENALTY; CHG 2 REVOKED,,,,,,,,,,
349,BEULAH BP MART,48921,4224 BEULAH ROAD,RICHMOND,VA,23237,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/5/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
541,EURASIA,57898,1308 GASKINS ROAD,RICHMOND,VA,23238,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/12/2013,N,2/26/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
359,QUEENS DIM SUM,63707,7801 W BROAD STREET #1,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
405,TGI FRIDAYS 1889,59103,7023 W BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/12/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
410,TRIPPS - BROAD STREET,70346,9318 W BROAD STREET,RICHMOND,VA,23294,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/10/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
25,STING RAY'S,61857,26507 LANKFORD HIGHWAY,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/15/2012,N,6/22/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
55,SUNSET BEACH LLC,68365,32246 LANKFORD HWY,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,6/15/2012,N,6/20/2012,,,7/24/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
64,KELLYS GINGERNUT PUB,39571,133 MASON AVENUE,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,6/15/2012,N,6/21/2012,,,7/31/2012,," $ 1,000.00 ",,,,,RSVP TRAINING ALL STAFF,,,,,,,,,,
340,CVS PHARMACY #255,63579,1329 KEMPSVILLE ROAD,CHESAPEAKE,VA,23320,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,11/30/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
471,HILTON GARDEN IN CHESAPEAKE GREENBRIER,28408,1565 CROSSWAYS BLVD.,CHESAPEAKE,VA,23320,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,11/14/2012,Y,11/30/2012,,,2/7/2013,," $ 4,500.00 ",,,,,RSVP & MART TWICE YEARLY,,,,,,,,,,
473,HYATT PLACE HOTEL,54319,709 EDEN WAY,CHESAPEAKE,VA,23320,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/14/2012,N,11/30/2012,,,2/7/2013,," $ 1,500.00 ",,,,,RSVP FOR ALL STAFF W/IN NEXT 12 MONTHS,,,,,,,,,,
15,JALAPENOS,40455,2413 TAYLOR ROAD,CHESAPEAKE,VA,23321,"LICENSEE FAILED TO SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING FEBRUARY 29, 2011.",1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/29/2012,N,6/9/2012,,,7/9/2012,, $ 500.00 ,,,,,,,,,,,,,,,
187,MILLER MART #68,17319,3200 WESTERN BRANCH BLVD,CHESAPEAKE,VA,23321,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,6/5/2012,N,6/14/2012,7/19/2012,8/28/2012,10/11/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
3,SIMPLY THAI CUISINE,57173,326 CARMICHAEL WAY,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,INITIAL HEARING,3/7/2012,N,3/23/2012,4/11/2012,5/31/2012,7/3/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
70,DREAM SOUTHERN CUISINE,61302,3376 S MILITARY HWY,CHESAPEAKE,VA,23323,CAUSE EXISTS BOARD ENTITLED TO REFUSE TO ISSUE LICENSE X4,4,Y,CHESAPEAKE,INITIAL HEARING,10/13/2011,Y,8/12/2011,3/19/2012,5/18/2012,7/31/2012,,,,,,,,,,,,,,,,,
420,VA LIVE,81448,3376 S MILITARY HWY,CHESAPEAKE,VA,23323,SO LOCATED WITH RESPECT TO A RESIDENTIAL AREA THAT OPERATION WILL ADVERSELY AFFECT REAL PROPERTY VALUES OR INTERFERE WITH USUAL QUIETUDE AND TRANQUILITY,1,N,CHESAPEAKE,INITIAL HEARING,11/8/2012,N,11/9/2012,11/29/2012,12/4/2012,1/11/2013,,,,,,,APPLICATION LICENSE GRANTED WITH RESTRICTIONS,,,,,,,,,,
676,PATCHES RESTAURANT & LOUNGE,81969,960 CANAL DR ,CHESAPEAKE,VA,23323,PLACE TO BE OCCUPIED IS SO LOCATED WITH RESPECT TO RESIDENTIAL AREA,1,N,CHESAPEAKE,INITIAL HEARING,3/25/2013,N,3/26/2013,4/24/2013,5/17/2013,6/18/2013,,,,,,,APPLICATION - LICENSE REFUSED,,,,,,,,,,
104,STOP N SAVE,59340,"1800 LIBERTY STREET, STE. 101",CHESAPEAKE,VA,23324,UAB,1,N,CHESAPEAKE,APPEAL HEARING,10/5/2011,Y,12/9/2011,2/8/2012,4/13/2012,8/24/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
178,FOOD LION 849,9778,1941 S CHURCH STREET,SMITHFIELD,VA,23430,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,9/12/2012,N,9/19/2012,,,10/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
122,MADIGANS,62294,425 E PINNER ST,SUFFOLK,VA,23434,SOLD ALCOHOLIC BEVERAGES TO INTOXICATED PERSON,1,N,HAMPTON,INITIAL HEARING,3/31/2012,Y,4/25/2012,6/28/2012,7/31/2012,9/6/2012,,,,,,Y,BOTH CHARGES DISMISSED,,,,,,,,,,
182,KELLYS TAVERN,29438,119 W CONSTANCE RD,SUFFOLK,VA,23434,SOLD ALCOHOLIC BEVERAGES TO INTOXICATED PERSON; ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES BY INTOXICATED PERSONS,2,N,HAMPTON,INITIAL HEARING,3/17/2012,Y,4/12/2012,7/16/2012,8/30/2012,10/9/2012,25," $ 2,000.00 ",7,,,,,,,,,,,,,,
308,QUICKY MART,67000,1309 E WASHINGTON ST,SUFFOLK,VA,23434,"LICENSEE PERMITTED SOHEIL BEHROUZKO TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP HIS NAME POSTED; LICENSEE FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE; FAILED TO KEEP COMPLETE, ACCURATE, AND SEPARATE RECORDS",3,Y,HAMPTON,INITIAL HEARING,6/26/2012,N,7/27/2012,9/26/2012,11/1/2012,12/6/2012,7," $ 1,000.00 ",,,,Y,CHG 1 DISMISSED,,,,,,,,,,
479,BARONS PUB RESTAURANT,25887,185 NORTH MAIN STREET,SUFFOLK,VA,23434,"SOLD ALCOHOLIC BEVERAGES TO AN INTOXICATED PERSON,  ALLOWED THE CONSUMPTION OF ALCOHOLIC BEVERAGES BY INTOXICATED PERSON",2,Y,HAMPTON,APPEAL HEARING,4/14/2012,Y,6/12/2012,8/13/2012,10/12/2012,2/14/2013,,,,,,Y,,,,,,,,,,,
513,MADIGANS,62294,425 E PINNER ST,SUFFOLK,VA,23434,GROSS RECEIPTS OF FOOD AND NONALCOHOLIC VEVERAGES < 45% OF GROSS RECEIPTS FROM MIXED BEVERAGES AND FOOD,1,N,HAMPTON,INITIAL HEARING,7/31/2012,N,11/6/2012,1/9/2013,2/12/2013,3/18/2013,10," $ 1,000.00 ",,,,,,,,,,,,,,,
577,RED BARN FOOD STORE,59775,106 PINNER STREET,SUFFOLK,VA,23434,FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE,1,N,HAMPTON,CONSENT SETTLEMENT,3/5/2013,N,3/14/2013,,,4/23/2013,, $ 500.00 ,,,,,,,,,,,,,,,
645,BUTLERS STORE,41524,4084 GODWIN BLVD,SUFFOLK,VA,23434,"FAIL TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS",1,Y,HAMPTON,INITIAL HEARING,2/19/2013,N,3/8/2013,4/23/2013,4/29/2013,5/30/2013,,,,,,,PROCEEDINGS TERMINATED,,,,,,,,,,
130,BENNETTS GREEK RESTAURANT & MARINA,66361,3305 FERRY ROAD,SUFFOLK,VA,23435,UAB,1,Y,HAMPTON,APPEAL HEARING,4/21/2012,N,5/8/2012,5/23/2012,6/12/2012,9/12/2012,7," $ 2,500.00 ",7,,,,,,,,,,,,,,
5,MYKANOS,57279,3108 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT X2,2,N,CHESAPEAKE,INITIAL HEARING,5/31/2011,N,2/28/2012,4/11/2012,5/31/2012,7/3/2012,10," $ 2,000.00 ",,,,,,,,,,,,,,,
210,CABO CAFÉ,21435,2301 RED TIDE ROAD,VIRGINIA BEACH,VA,23451,"LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR, LICENSEE CONDUCTED HAPPY HOUR CONTRARY TO RULES AND REGULATIONS OF THE BOARD",2,Y,CHESAPEAKE,APPEAL HEARING,2/13/2012,Y,2/22/2012,3/20/2012,5/23/2012,10/19/2012,10," $ 1,500.00 ",,,,,,,,,,,,,,,
211,BAYSIDE BAR AND GRILL,64782,"2973 SHORE DRIVE, SUITE 106",VIRGINIA BEACH,VA,23451,LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR CONTRARY TO RULES AND REGULATIONS OF THE BOARD,1,N,CHESAPEAKE,APPEAL HEARING,2/13/2012,Y,2/22/2012,3/20/2012,5/23/2012,10/19/2012,10, $ 250.00 ,,,,,,,,,,,,,,,
460,BIRDNECK FOOD MART,40088,580 N. BIRDNECK ROAD,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,12/14/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
